,state,name,zip,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
127,AL,BARBOUR COUNTY HOME CARE,36016,True,True,False,False,True,True,3.5,97.4,97.9,100.0,98.3,69.3,65.9,99.1,83.1,80.0,86.5,73.2,78.1,67.3,27.7,19.9,1,2
128,AL,COFFEE COUNTY HOME CARE,36330,True,True,False,False,True,True,3.0,96.5,100.0,100.0,99.5,69.9,80.8,98.2,66.8,63.2,67.4,61.9,55.6,50.3,23.3,12.4,2,2
129,AK,"MAXIM HEALTHCARE SERVICES, INC",99501,True,True,True,True,True,True,3.5,98.7,100.0,100.0,99.6,84.1,92.6,98.7,58.7,62.1,67.5,67.2,69.1,48.2,14.4,14.6,2,1
130,AL,NORTHWEST ALABAMA REGIONAL HOME CARE,35660,True,True,True,False,True,True,4.0,97.0,97.4,98.5,98.1,55.6,54.3,100.0,84.0,79.3,91.5,82.2,72.8,62.1,18.9,10.4,2,2
131,AL,CONECUH COUNTY HOME CARE,36401,True,True,False,False,True,True,3.5,95.9,100.0,100.0,99.5,57.0,64.0,98.1,66.9,64.6,72.5,81.8,82.0,46.2,18.1,24.9,2,2
132,AL,DALLAS COUNTY HOME CARE,36701,True,False,False,False,True,True,2.5,89.6,99.1,99.0,99.1,64.8,77.7,100.0,62.1,48.3,56.5,69.6,77.6,50.5,,,2,2
133,AL,DEKALB COUNTY HOME CARE,35967,True,True,True,True,True,True,4.0,91.2,96.7,98.6,100.0,62.5,56.7,100.0,92.0,86.7,93.6,81.3,77.6,50.0,11.9,1.9,2,2
134,AL,ETOWAH COUNTY HOME CARE,35903,True,True,True,False,True,True,4.0,90.5,98.8,99.7,98.1,68.0,70.4,100.0,88.3,85.5,91.1,79.6,85.5,74.9,23.9,8.4,2,2
135,AL,GENEVA COUNTY HOME CARE,36344,True,True,False,False,True,True,4.5,98.5,100.0,100.0,95.3,90.1,81.9,98.8,90.8,89.6,97.4,69.7,87.4,82.9,25.8,9.9,2,2
136,AL,HOUSTON COUNTY HOME CARE,36302,True,True,False,False,True,True,3.0,97.6,99.4,99.2,99.7,75.8,74.3,99.5,74.5,70.0,70.5,69.0,70.0,48.7,23.3,10.7,2,1
137,AL,JACKSON COUNTY HOME CARE,35769,True,True,False,False,True,True,3.0,97.1,99.0,98.8,100.0,66.1,68.4,100.0,67.6,56.5,67.2,71.1,60.5,44.7,,,2,2
138,AL,MARION COUNTY HOME CARE,35570,True,True,True,True,True,True,4.5,98.3,99.6,99.5,98.3,79.2,85.2,100.0,80.7,77.7,91.5,84.6,76.0,74.4,18.6,7.2,2,2
139,AL,MARSHALL COUNTY HOME CARE,35976,True,True,True,False,True,True,5.0,99.2,100.0,100.0,100.0,74.2,78.4,97.8,84.5,75.1,100.0,96.3,85.3,73.5,,,2,2
140,AL,MONROE COUNTY HOME CARE,36460,True,True,False,False,False,True,3.0,97.7,100.0,99.1,100.0,48.8,60.5,100.0,71.3,70.4,64.2,55.4,75.2,38.1,23.8,7.0,2,2
141,AL,RANDOLPH COUNTY HOME CARE,36274,True,True,True,False,True,True,4.5,96.9,100.0,100.0,99.4,64.1,60.1,100.0,82.8,77.5,87.1,88.5,75.5,71.6,11.6,21.9,2,2
142,AL,TALLADEGA COUNTY HOME CARE AGENCY,35150,True,False,False,False,False,True,4.0,89.7,100.0,100.0,100.0,62.1,62.2,99.2,89.4,82.0,97.5,86.2,82.5,85.4,,7.5,2,2
143,AL,TUSCALOOSA COUNTY HOME CARE,35405,True,True,False,False,True,True,3.5,88.0,100.0,100.0,99.1,55.0,40.0,100.0,79.2,70.7,75.5,72.3,70.6,64.1,,3.7,2,3
144,AL,WASHINGTON COUNTY HOME CARE,36518,True,False,False,False,True,True,3.0,89.8,99.0,96.1,100.0,61.8,46.5,98.0,81.9,73.9,81.2,66.1,75.4,41.3,19.6,8.5,2,2
145,AL,WINSTON COUNTY HOME CARE,35553,True,True,False,True,True,True,4.0,95.1,97.9,99.1,99.2,70.7,69.6,100.0,89.5,89.5,99.2,92.1,94.6,71.9,21.3,9.5,2,2
146,AL,LAMAR COUNTY HOME CARE,35592,True,True,False,False,True,True,4.5,96.4,100.0,100.0,100.0,47.9,54.2,97.7,86.1,79.3,83.4,84.2,75.7,64.1,10.2,24.2,2,1
147,AL,MORGAN COUNTY HOME CARE AGENCY,35603,True,True,True,False,True,True,4.0,97.7,99.2,98.9,100.0,60.8,76.3,100.0,83.4,79.7,97.0,89.0,75.9,74.8,18.6,21.2,2,2
148,AL,LIMESTONE COUNTY HOME CARE,35611,True,True,False,False,True,True,3.5,96.6,100.0,99.4,99.7,62.9,60.3,100.0,75.1,63.2,77.0,68.7,65.8,61.6,16.5,12.1,2,2
149,AL,CULLMAN COUNTY HOME CARE,35055,True,True,False,False,True,True,4.5,92.5,100.0,100.0,100.0,64.1,87.5,100.0,92.7,82.1,96.1,88.2,78.5,60.3,,,0,0
150,AL,LAWRENCE COUNTY HOME CARE,35650,True,True,False,False,True,True,3.5,99.2,100.0,98.5,100.0,58.5,51.7,100.0,68.2,62.2,81.1,65.0,46.5,57.0,15.1,18.6,2,2
151,AK,PROVIDENCE IN HOME SERVICES,99508,True,True,True,True,True,True,2.0,93.5,95.2,99.6,94.8,62.7,78.2,98.5,60.0,57.6,58.5,60.4,62.4,41.0,15.2,15.4,2,1
152,AK,HOSPICE & HOME CARE OF JUNEAU,99801,True,True,True,True,True,True,2.5,,88.2,96.1,,71.0,81.9,,54.9,62.2,69.4,53.8,81.7,68.3,7.8,16.8,2,1
153,AK,FAIRBANKS MEMORIAL HOSPITAL HHA,99701,True,True,False,False,True,True,2.5,83.2,99.6,99.5,100.0,70.7,81.5,100.0,65.6,55.9,64.1,52.1,63.1,53.7,12.0,13.4,2,2
154,AK,SITKA COMMUNITY HOSPITAL HHA,99835,True,True,True,True,False,True,1.5,,95.0,100.0,90.9,63.2,87.2,,52.1,,52.8,40.6,,,19.7,9.1,0,0
155,AK,MAT-SU REGIONAL HOME CARE,99654,True,True,True,True,True,True,1.5,,98.5,99.7,82.7,50.2,72.1,98.4,51.3,48.1,61.0,55.4,59.3,51.2,18.3,13.4,2,1
156,AK,PETERSBURG MEDICAL CENTER HOME,99833,True,True,True,False,True,True,,,,,,,,,,,,,,,,,0,0
157,AK,SOUTH PENINSULA HOSPITAL HHA,99603,True,True,True,True,True,True,2.5,85.0,100.0,98.9,92.2,56.3,66.3,,76.5,71.5,61.1,64.0,48.4,47.4,16.3,22.4,2,2
158,AK,PEACEHEALTH KETCHIKAN MEDICAL CENTER HOME HEALTH,99901,True,True,True,True,True,True,2.0,90.6,98.5,100.0,99.3,69.2,83.1,100.0,50.4,37.0,54.7,50.3,30.1,42.6,14.7,14.1,2,1
159,AK,"1ST CHOICE HOME HEALTH CARE, INC",99669,True,True,True,True,True,False,3.0,85.7,98.6,100.0,93.7,49.3,62.5,100.0,78.1,72.7,73.1,66.5,68.0,47.8,15.7,20.8,2,1
160,AK,FRONTIER HOME HEALTH,99503,True,True,True,True,True,True,2.5,89.1,90.4,100.0,99.3,82.2,82.8,98.5,63.5,64.4,66.7,58.9,71.3,54.0,13.4,14.7,2,1
161,AK,"ALASKAN HOME HEALTH, INC",99515,True,True,True,True,True,True,3.0,89.4,96.8,100.0,87.9,84.9,83.4,97.5,63.1,68.9,75.0,55.9,67.7,28.8,12.6,16.5,2,2
162,AK,INFINITE CARE OF ALASKA,99518,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
163,AK,WELLSPRING HOME HEALTH CENTER,99654,True,True,False,True,True,True,,,,,,,,,,,,,,,,,0,0
164,AZ,BANNER HOME CARE AZ,85297,True,True,True,True,True,True,3.5,91.8,99.8,99.9,99.9,74.8,80.9,100.0,67.8,65.2,73.9,73.3,71.7,56.8,11.9,16.3,2,1
165,AZ,INTERIM HEALTHCARE,85711,True,True,True,True,True,True,3.0,93.3,99.5,99.9,97.6,83.7,79.9,99.7,57.4,59.8,57.0,56.6,69.3,36.8,12.5,17.2,2,2
166,AZ,HOSPICE OF THE VALLEY HOME HEALTH AGENCY,85014,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
167,AZ,SCOTTSDALE HEALTHCARE HOME HEALTH,85251,True,True,True,True,True,True,4.0,97.9,98.7,99.9,99.1,75.8,82.8,98.5,75.5,81.2,80.4,77.6,80.1,68.4,15.4,11.3,1,1
168,AZ,SUMMIT HEALTHCARE HOME HEALTH,85901,True,True,True,False,True,True,3.0,93.8,96.3,96.0,97.5,75.0,79.4,94.3,65.4,68.8,76.5,66.1,71.5,63.0,11.6,16.3,2,2
169,AZ,"BAYADA HOME HEALTH CARE, INC.",86301,True,True,True,True,True,True,4.0,96.3,99.5,99.8,98.5,79.5,82.4,98.9,74.1,71.8,85.1,81.8,82.3,67.5,18.8,17.9,2,1
170,AZ,KINDRED AT HOME,85711,True,True,True,True,True,True,3.5,94.0,99.4,100.0,98.0,84.3,88.7,99.4,70.5,66.7,78.0,76.3,81.9,62.2,14.9,12.8,2,2
171,AZ,KINDRED AT HOME,85032,True,True,True,True,True,True,4.0,95.3,98.2,100.0,97.0,80.6,86.0,96.8,71.5,68.4,77.5,74.9,79.6,60.1,13.7,13.1,2,1
172,AZ,NORTHERN ARIZONA HOME HEALTH,86326,True,True,True,False,True,True,3.5,90.0,96.5,100.0,98.5,72.1,78.4,96.8,77.3,69.9,73.4,84.2,78.4,66.4,6.1,19.9,3,1
173,AZ,NORTHERN ARIZONA HOME HEALTH,86001,True,True,True,False,False,True,3.5,93.6,97.1,100.0,97.1,62.9,75.7,97.9,68.7,74.5,76.2,68.6,83.2,57.0,16.3,15.5,2,2
174,AZ,KINGMAN REGIONAL MEDICAL CENTER HOME HEALTH,86401,True,True,True,True,True,True,3.0,98.0,99.4,100.0,100.0,61.6,68.8,98.1,67.7,69.1,74.2,59.0,67.3,64.3,16.7,15.2,2,1
175,AZ,HAVASU REGIONAL MEDICAL CENTER HOME HEALTH,86403,True,True,True,True,True,True,3.5,95.6,98.7,100.0,100.0,71.3,85.6,96.2,69.7,70.8,73.6,68.9,74.5,61.9,13.0,15.0,2,1
176,AZ,"BAYADA HOME HEALTH CARE, INC.",85022,True,True,True,True,True,True,4.5,98.5,100.0,100.0,94.5,86.3,52.2,98.6,71.7,70.9,79.6,77.1,72.1,60.9,9.3,12.6,2,2
177,AZ,"DEPENDABLE HOME HEALTH, INC",85715,True,True,True,True,True,True,3.5,98.7,99.6,99.8,95.8,74.7,75.7,99.1,66.6,73.7,76.3,68.9,75.2,62.5,17.2,13.9,2,1
178,AZ,LEGACY HOME HEALTH CARE OF SOUTHERN ARIZONA,85635,True,True,True,False,False,True,2.5,75.3,92.8,99.0,96.2,61.2,77.9,93.4,61.4,70.7,61.8,62.9,68.2,53.0,12.4,18.0,2,1
179,AZ,FOUNDATION FOR SENIOR LIVING HOME HEALTH AGENCY,85014,True,True,True,True,True,True,3.0,97.5,99.7,100.0,99.4,85.6,88.1,100.0,63.8,54.2,67.8,59.6,61.2,43.0,16.3,15.7,2,2
180,AZ,AMEDISYS HOME HEALTH CARE,85014,True,True,True,True,True,True,4.5,99.1,99.9,99.7,94.5,91.1,83.1,98.9,73.4,71.5,77.5,83.7,81.6,61.3,14.5,13.8,2,2
181,AZ,INTREPID USA HEALTHCARE SERVICES,85705,True,True,True,True,True,True,3.5,99.8,98.3,100.0,87.7,69.9,82.5,99.5,72.5,70.0,68.3,64.1,73.1,55.4,12.3,13.3,2,2
182,AZ,BANNER HOME CARE - PAYSON,85541,True,True,True,False,True,True,4.0,98.9,100.0,99.4,99.8,69.9,79.6,100.0,75.1,73.6,79.5,80.2,75.2,69.8,12.1,24.1,2,1
183,AZ,NURSECORE OF TUCSON,85719,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
184,AZ,"NSI NURSING SERVICE, INC.",85712,True,True,False,False,False,True,3.0,90.2,98.8,100.0,98.8,74.6,89.4,100.0,51.9,,64.0,95.8,,,,,0,0
185,AZ,"DEPENDABLE HOME HEALTH, INC.",85621,True,False,False,False,False,True,3.0,94.4,87.8,99.4,96.1,71.7,65.5,91.1,64.7,59.5,63.7,88.2,85.9,55.4,18.1,5.5,2,2
186,AZ,"BAYADA HOME HEALTH CARE, INC",85704,True,True,True,True,True,True,4.0,97.6,99.9,99.9,97.4,85.8,87.8,99.3,70.6,67.1,78.6,80.8,75.0,63.4,17.9,10.9,1,2
187,AZ,MD HOME HEALTH,85020,True,True,True,True,True,True,3.5,98.6,99.9,100.0,100.0,92.4,94.4,99.9,59.6,66.7,68.0,73.5,76.8,55.9,13.9,14.5,2,1
188,AZ,"EL SOL HOME HEALTHCARE, LLC",85205,True,True,True,True,True,True,,,,,,,,,,,,,,,,,2,2
189,AZ,KINDRED AT HOME,86305,True,True,True,True,True,True,4.0,97.2,100.0,100.0,98.6,76.4,84.0,98.3,72.3,71.5,79.9,75.2,71.2,63.6,10.5,16.6,2,1
190,AZ,"SACRED HEART HOME CARE, INC",85718,True,True,True,True,True,True,2.5,82.9,95.3,99.0,97.3,55.1,62.5,97.9,61.8,62.8,69.9,67.6,61.1,57.3,11.3,14.2,2,1
191,AZ,MOHAVE HOME HEALTH,86442,True,True,True,False,True,True,4.0,85.1,99.7,96.4,94.6,68.8,73.7,100.0,81.2,80.5,86.0,77.0,84.3,74.3,16.9,15.7,2,2
192,AZ,NNI HOME CARE SERVICES,86314,True,True,True,True,True,True,3.0,95.4,99.1,100.0,99.5,62.0,76.1,100.0,69.8,72.4,73.7,63.0,75.4,60.2,14.7,15.6,2,1
193,AZ,NURSING SOLUTIONS,85032,True,True,True,True,True,False,,,,,,,,,,,,,,,,,0,0
194,AZ,"HORIZON HOME HEALTH, LLC",86040,True,True,True,True,False,True,,,,,,,,,,,,,,,,,0,0
195,AZ,COPPER VALLEY HOME HEALTH,85603,True,True,True,False,True,True,2.5,74.0,100.0,99.2,97.2,52.5,80.6,92.8,58.7,62.5,63.0,50.8,80.5,51.7,6.1,18.0,2,2
196,AZ,"BAYADA HOME HEALTH CARE, INC.",85308,True,True,True,True,True,True,4.0,95.1,99.0,100.0,95.0,82.4,85.2,96.8,74.9,71.0,83.2,80.4,76.4,63.8,14.1,15.7,2,1
197,AZ,NIGHTINGALE HOMECARE,85027,True,True,True,True,True,True,4.5,96.4,99.9,100.0,100.0,80.0,86.5,100.0,75.7,79.6,83.2,83.0,83.3,66.8,14.1,13.1,2,2
198,AZ,AMEDISYS HOME HEALTH,85365,True,True,True,True,True,True,4.0,97.8,99.4,99.9,96.7,84.4,79.0,96.2,71.3,74.5,77.2,79.5,77.8,62.0,15.0,11.8,1,2
199,AZ,ARIZONA HOME CARE,85281,True,True,True,True,True,True,3.0,94.7,99.4,100.0,99.9,67.9,81.0,99.4,65.0,67.3,70.3,71.2,76.1,55.1,16.4,13.5,1,1
200,AZ,THEMA HEALTH SERVICES,85014,True,True,True,True,True,True,4.0,93.4,99.6,100.0,100.0,82.3,83.6,99.0,72.9,72.9,81.4,78.2,73.1,61.6,15.2,13.2,1,1
201,AZ,EPIC HEALTH SERVICES,85014,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
202,AZ,NURSECORE OF PHOENIX,85020,True,True,True,True,True,True,,96.0,100.0,,100.0,,,,,,,,,,,,0,0
203,AZ,NURSING SOLUTIONS OF SOUTHERN ARIZONA,85719,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
204,AZ,HEALTH AT HOME,85282,True,True,True,True,True,True,3.5,95.2,94.8,100.0,98.5,80.8,86.8,94.7,74.5,71.6,79.2,68.2,81.6,60.7,12.0,17.1,2,2
205,AZ,"BAYADA HOME HEALTH CARE, INC",85715,True,True,True,True,True,True,4.0,96.4,99.7,99.8,95.9,86.2,88.4,98.9,70.8,68.6,76.6,76.6,76.7,58.1,15.5,11.1,2,1
206,AZ,AT HOME HEALTHCARE,85014,True,True,True,True,True,True,4.0,98.5,99.5,100.0,100.0,86.5,91.7,100.0,72.2,73.2,79.8,81.2,79.9,68.0,14.4,16.3,2,2
207,AZ,PROFESSIONAL HOME CARE SERVICES,85020,True,False,False,False,True,True,2.5,91.0,98.5,98.0,98.5,71.8,85.5,100.0,65.5,57.2,63.2,42.3,,51.5,,,0,0
208,AZ,ANGELS CARE HOME HEALTH OF ARIZONA,86326,True,True,True,True,True,True,3.0,91.7,99.3,99.7,92.3,72.4,79.7,99.0,70.1,67.1,69.9,64.7,67.7,59.3,11.7,19.5,2,1
209,AZ,ASSISTED HEALTHCARE SERVICES,85250,True,True,True,True,True,True,3.0,96.4,94.8,100.0,98.2,74.7,79.8,97.7,70.2,68.0,70.0,76.5,72.5,63.0,14.4,12.4,2,2
210,AZ,AT HOME HEALTHCARE,85719,True,True,True,True,True,False,5.0,98.7,100.0,100.0,100.0,81.2,85.3,100.0,84.5,85.9,96.8,92.7,85.8,79.5,12.8,10.0,2,2
211,AZ,LOS NINOS HOSPITAL INNOVATIVE HOME HEALTH CARE,85016,True,True,True,True,True,False,,,,,,,,,,,,,,,,,0,0
212,AZ,APACHE HEALTH SERVICES,85203,True,True,True,True,True,True,4.5,98.7,99.6,100.0,94.7,85.1,90.2,98.7,68.6,84.2,79.4,75.9,86.9,67.1,13.0,11.5,2,2
213,AZ,"PHOENIX HOME HEALTH NURSING SERVICES, INC.",85053,True,True,True,True,True,True,4.5,99.4,100.0,99.8,100.0,79.3,78.7,99.4,76.5,76.2,77.6,82.9,81.1,80.8,15.6,15.0,2,2
214,AZ,"MAXIM HEALTHCARE SERVICES, INC.",85711,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
215,AZ,CELEBRITY HOME HEALTH & HOSPICE,85281,True,True,True,True,True,True,3.0,91.8,91.7,97.2,90.6,73.0,71.2,83.3,74.8,73.7,74.5,65.8,66.9,53.5,,,0,0
216,AZ,"MAXICARE HOME HEALTH, INC.",85029,True,True,False,False,False,False,,,,,,,,,,,,,,,,,0,0
217,AZ,VICTORY HOME CARE AGENCY,85203,True,True,True,True,True,True,4.5,99.5,99.9,99.9,93.6,85.3,88.7,100.0,78.5,79.1,84.2,74.1,78.1,75.2,13.8,14.3,2,1
218,AZ,"SUPREME HOME CARE, INC.",85283,True,True,True,True,True,True,,,,,,,,,,,,,,,,,0,0
219,AZ,AMERICAN PREMIER HOME HEALTH CARE,85014,True,True,True,True,True,True,5.0,98.3,99.9,100.0,99.9,86.5,84.9,99.6,82.0,83.6,92.4,96.5,93.0,86.6,17.5,12.7,2,1
220,AZ,HORIZON HOME HEALTH OF PHOENIX,85020,True,True,True,True,True,True,3.5,98.4,97.4,100.0,99.3,84.1,90.7,98.5,67.8,64.2,73.4,64.1,79.5,65.7,14.3,13.3,2,2
221,AZ,TEAM SELECT HOME CARE,85018,True,True,True,True,True,True,4.5,99.0,99.7,99.6,98.5,86.4,91.7,100.0,80.4,76.2,87.9,87.6,81.6,74.6,14.0,16.7,2,1
222,AZ,"FIRSTAT HOME HEALTH SERVICES, LLC",85020,True,True,True,True,True,True,3.0,97.6,100.0,100.0,100.0,83.1,89.9,100.0,49.5,48.7,70.1,68.6,67.5,59.5,13.2,12.3,2,2
223,AZ,COZY HOME HEALTH CARE,85210,True,True,True,True,True,True,2.0,96.9,96.1,100.0,100.0,82.4,94.6,100.0,52.6,42.5,51.7,61.3,29.5,44.2,13.9,20.6,0,0
224,AZ,HAGGAI HEALTHCARE CORP,85016,True,True,True,False,True,False,5.0,99.7,100.0,98.6,100.0,98.9,99.2,100.0,93.4,93.3,100.0,100.0,100.0,71.7,,,0,0
225,AZ,BROOKDALE HOME HEALTH,85044,True,True,True,True,True,True,4.0,94.0,96.7,100.0,98.7,86.7,86.0,98.3,75.5,72.4,79.8,77.0,79.6,57.7,11.4,16.1,2,1
226,AZ,AHC HOME HEALTH OF ARIZONA LLC,85205,True,True,True,True,True,True,4.0,97.5,97.6,99.8,99.2,77.4,84.9,98.4,77.4,74.8,78.0,78.2,72.1,72.5,12.4,14.8,2,1
227,AZ,CARE PARTNERS HEALTH SERVICES INC,85395,True,True,True,True,True,True,3.5,91.8,95.8,97.8,95.0,75.7,82.3,95.2,59.1,83.5,74.7,87.7,66.8,45.8,14.4,12.0,2,1
228,AZ,"MAXIM HEALTHCARE SERVICES, INC. - WEST PHOENIX",85012,True,False,False,False,False,True,,,,,,,,,,,,,,,,,0,0
229,AZ,MGA HOME HEALTHCARE-PHOENIX,85016,True,False,False,False,False,True,1.5,,88.3,100.0,98.0,39.5,60.4,89.6,38.9,38.0,51.9,58.3,55.1,34.2,,,0,0
230,AZ,"KC'S HOME HEALTH CARE, LLC",85024,True,True,True,True,True,True,3.5,94.6,99.7,99.8,99.5,81.9,82.9,100.0,71.5,67.7,76.1,81.6,75.3,63.1,14.3,14.3,2,1
231,AZ,"VALLEY HOME CARE, LLC",85027,True,True,True,True,True,True,4.0,93.9,98.7,98.9,93.0,72.3,78.1,96.7,76.1,72.9,79.2,84.1,80.7,66.8,15.0,13.9,2,1
232,AZ,"INTEGRITY HOME HEALTH CARE SERVICES, LLC",85029,True,True,True,True,True,True,4.0,98.4,100.0,100.0,100.0,67.6,73.8,100.0,70.8,68.7,77.4,88.9,85.9,62.1,14.5,14.7,2,1
233,AZ,GOOD SAMARITAN SOCIETY - LEGACY HOME CARE,86301,True,True,True,True,True,True,3.5,97.8,98.7,99.7,99.7,68.4,85.3,99.5,73.0,68.0,78.5,73.7,71.5,69.4,16.1,16.5,1,2
234,AZ,"AMEDISYS HOME HLTH CARE, A TUCSON MED CTR PARTNER",85712,True,True,True,True,True,True,4.0,98.2,99.8,99.6,92.8,83.0,81.2,97.1,72.9,79.8,76.9,77.0,77.6,62.6,15.7,14.6,2,2
235,AZ,QUALITY HOME HEALTH CARE,85034,True,True,True,True,True,True,4.5,99.8,99.8,99.9,99.7,80.6,82.5,99.8,71.7,75.7,83.4,85.0,87.6,71.0,,,2,2
236,AZ,"MERIDIAN HEALTH CARE PROVIDERS, INC.",85202,True,False,True,True,True,True,3.0,95.5,97.0,100.0,,50.5,55.2,97.2,51.1,63.0,49.8,74.2,85.5,56.9,13.7,12.2,0,0
237,AZ,"ASPIRE HOME HEALTHCARE OF ARIZONA, INC.",85258,True,True,True,True,True,True,3.5,91.6,98.3,100.0,100.0,69.7,59.1,97.1,72.3,86.4,74.8,57.3,74.8,56.5,11.7,3.6,2,1
238,AZ,ANGELS CARE HOME HEALTH,85122,True,True,True,True,True,True,3.0,92.9,99.5,99.4,93.9,77.7,77.7,97.8,69.6,57.9,77.7,72.4,61.1,68.6,17.6,18.5,1,1
239,AZ,"EMBLEM HEALTHCARE, INC.",85226,True,True,True,True,True,True,4.5,93.6,99.6,99.9,98.0,87.0,90.4,99.0,78.6,79.8,89.1,85.9,90.5,60.3,19.9,14.2,2,1
240,AZ,"ATLANTIC HOME HEALTH CARE, LLC",85122,True,True,True,True,True,True,2.5,90.4,94.4,,99.3,65.8,83.0,96.3,74.0,65.0,69.1,66.5,65.9,52.3,13.9,10.7,1,2
241,AZ,BROOKDALE HOME HEALTH TUCSON,85718,True,True,True,True,True,False,4.0,98.0,99.3,100.0,99.0,90.9,87.6,97.0,80.7,74.5,81.4,77.5,84.4,54.8,18.7,12.8,2,2
242,AZ,ASSISTEO HOME HEALTH,85018,True,True,True,True,True,True,2.5,95.6,99.9,99.9,99.9,62.2,72.9,100.0,62.6,53.5,68.7,62.0,62.6,54.3,14.8,11.8,2,2
243,AZ,"OASIS HOME HEALTH CARE, LLC",85122,True,True,True,True,True,True,2.0,88.1,,,99.4,49.3,50.2,,58.0,61.2,68.7,44.3,79.5,54.3,20.7,16.6,2,2
244,AZ,"HUALAPAI HOME HEALTH CARE, INC",86401,True,True,True,True,True,True,4.0,96.7,100.0,100.0,100.0,57.2,72.1,100.0,69.1,71.9,75.7,80.6,86.0,56.9,15.5,21.0,2,1
245,AZ,BEATITUDES HOME HEALTH,85021,True,True,True,True,True,True,4.0,94.1,98.7,100.0,97.9,90.6,97.5,91.3,62.6,81.6,79.4,88.0,73.4,66.4,15.1,15.0,2,2
246,AZ,"ACACIA HOME HEALTH, INC.",85364,True,True,False,False,True,True,2.5,80.7,95.6,99.4,99.3,73.0,84.1,95.5,60.0,62.6,66.9,76.6,75.5,59.0,12.5,13.3,2,2
247,AZ,SANTE HOME HEALTH AND REHABILITATION SERVICES,85255,True,True,True,True,True,True,4.5,98.7,99.7,99.9,99.9,86.1,90.1,99.9,72.5,68.4,81.3,82.0,95.6,74.2,15.4,15.3,2,1
248,AZ,SANCTUARY HOME HEALTH,85260,True,True,True,True,True,True,,,,,,,,,,,,,,,17.6,4.0,0,0
249,AZ,GRACE HOME HEALTH CARE,85210,True,True,True,True,True,True,3.0,90.8,98.6,97.1,91.9,55.1,57.6,96.5,66.5,67.4,74.8,77.8,66.4,59.7,14.4,11.6,2,1
250,AZ,"PRESTIGE HOME HEALTH CARE, LLC",85015,True,True,True,False,True,True,,,,,,,,,,,,,,,,,0,0
251,AZ,"ST. ELIZABETH HOME HEALTH, INC.",85283,True,True,True,True,True,True,2.0,94.0,95.4,100.0,98.9,62.8,70.8,98.1,53.9,49.2,60.2,58.5,65.1,53.9,14.4,13.2,2,2
252,AZ,RIVER VALLEY HOME HEALTH,85344,True,True,True,True,True,True,4.5,90.4,99.0,97.6,96.1,68.6,85.3,100.0,91.6,84.2,90.7,84.3,92.6,69.1,11.7,15.9,2,2
253,AZ,"CARING TOUCH HOME CARE, LLC",85364,True,True,True,True,True,True,2.5,95.6,87.9,99.2,100.0,77.0,83.2,96.5,62.7,61.4,68.5,63.7,68.1,51.6,15.2,13.7,1,2
254,AZ,ARISTA HOME HEALTH,85712,True,True,True,False,True,True,3.5,97.7,99.0,100.0,98.3,68.3,73.6,100.0,66.2,71.2,69.6,63.3,80.2,61.6,16.0,11.8,2,1
255,AZ,"ALL N ONE HOME HEALTH AGENCY, LLC",85013,True,True,False,False,False,False,,,,,,,,,,,,,,,,,0,0
256,AZ,HOLOMUA HEALTHCARE,85053,True,True,True,True,True,True,4.0,94.7,99.0,100.0,100.0,58.2,89.3,98.3,80.3,69.6,82.6,79.9,93.6,65.0,9.4,20.7,1,2
257,AZ,ENCOMPASS HOME HEALTH OF ARIZONA,85364,True,True,True,True,True,True,3.0,93.3,93.9,99.8,99.2,78.4,82.4,98.4,66.7,65.0,73.3,61.4,69.1,64.9,15.5,11.7,2,2
258,AZ,"GUARDIAN ANGEL HOME CARE, INC",85051,True,True,True,True,True,True,3.0,91.9,91.0,96.0,82.3,26.9,35.5,82.9,72.1,62.6,70.4,72.4,76.5,59.0,14.9,4.4,0,0
259,AZ,BANNER HOME CARE,85704,True,True,True,True,True,True,4.0,99.6,99.6,100.0,98.4,66.2,68.5,84.1,72.8,74.8,90.0,79.0,74.6,78.0,11.3,13.0,2,2
260,AZ,SOUTHLAND HOME HEALTH,85016,True,True,True,True,True,True,3.5,95.4,98.4,99.9,99.0,75.2,74.8,95.9,72.3,72.3,80.0,70.7,78.5,66.1,12.9,12.2,1,1
261,AZ,"ALPHA HEALTHCARE, LLC",85032,True,True,True,True,True,True,4.0,98.7,100.0,99.2,96.7,70.7,85.5,100.0,50.6,63.4,71.4,88.8,96.1,62.9,,,0,0
262,AZ,THRIVE SKILLED PEDIATRIC CARE,85258,True,True,False,False,False,False,3.5,98.4,99.6,100.0,99.2,72.1,70.0,100.0,73.4,67.8,76.9,81.5,68.4,71.1,,,0,0
