,hospital_name,state,readmission_ratio,predicted_rate,expected_rate,zip
325,GOOD SAMARITAN HOSPITAL,CA,1.0604,21.0,19.8,90017
326,GOOD SAMARITAN HOSPITAL,CA,1.0604,21.0,19.8,95124
327,GOOD SAMARITAN HOSPITAL,CA,1.0604,21.0,19.8,95032
328,GOOD SAMARITAN HOSPITAL,CA,0.9985,13.7,13.7,90017
329,GOOD SAMARITAN HOSPITAL,CA,0.9985,13.7,13.7,95124
330,GOOD SAMARITAN HOSPITAL,CA,0.9985,13.7,13.7,95032
331,GOOD SAMARITAN HOSPITAL,CA,1.0185,15.2,14.9,90017
332,GOOD SAMARITAN HOSPITAL,CA,1.0185,15.2,14.9,95124
333,GOOD SAMARITAN HOSPITAL,CA,1.0185,15.2,14.9,95032
334,GOOD SAMARITAN HOSPITAL,CA,0.9692,15.2,15.7,90017
335,GOOD SAMARITAN HOSPITAL,CA,0.9692,15.2,15.7,95124
336,GOOD SAMARITAN HOSPITAL,CA,0.9692,15.2,15.7,95032
337,GOOD SAMARITAN HOSPITAL,CA,1.0033,4.8,4.8,90017
338,GOOD SAMARITAN HOSPITAL,CA,1.0033,4.8,4.8,95124
339,GOOD SAMARITAN HOSPITAL,CA,1.0033,4.8,4.8,95032
340,GOOD SAMARITAN HOSPITAL,CA,1.0533,18.9,17.9,90017
341,GOOD SAMARITAN HOSPITAL,CA,1.0533,18.9,17.9,95124
342,GOOD SAMARITAN HOSPITAL,CA,1.0533,18.9,17.9,95032
343,GOOD SAMARITAN HOSPITAL,CA,0.9321,17.3,18.6,90017
344,GOOD SAMARITAN HOSPITAL,CA,0.9321,17.3,18.6,95124
345,GOOD SAMARITAN HOSPITAL,CA,0.9321,17.3,18.6,95032
346,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,0.9377,20.3,21.6,94553
347,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,0.9377,20.3,21.6,94553
348,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,0.926,16.8,18.1,94553
349,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,0.926,16.8,18.1,94553
350,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,0.9921,15.8,15.9,94553
351,CONTRA COSTA REGIONAL MEDICAL CENTER,CA,0.9921,15.8,15.9,94553
352,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,0.9863,18.0,18.2,91345
353,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,0.9863,18.0,18.2,91345
354,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,1.0129,25.0,24.7,91345
355,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,1.0129,25.0,24.7,91345
356,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,0.8017,3.8,4.8,91345
357,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,0.8017,3.8,4.8,91345
358,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,0.9213,20.5,22.3,91345
359,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,0.9213,20.5,22.3,91345
360,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,1.1436,23.7,20.8,91345
361,PROVIDENCE HOLY CROSS MEDICAL CENTER,CA,1.1436,23.7,20.8,91345
362,HI-DESERT MEDICAL CENTER,CA,1.0666,19.0,17.8,92252
363,HI-DESERT MEDICAL CENTER,CA,1.0932,4.7,4.3,92252
364,HI-DESERT MEDICAL CENTER,CA,1.0559,16.0,15.1,92252
365,HI-DESERT MEDICAL CENTER,CA,1.0462,21.3,20.3,92252
366,VENTURA COUNTY MEDICAL CENTER,CA,1.0511,16.4,15.7,93003
367,VENTURA COUNTY MEDICAL CENTER,CA,0.9942,15.5,15.6,93003
368,VENTURA COUNTY MEDICAL CENTER,CA,1.0066,17.0,16.9,93003
369,VENTURA COUNTY MEDICAL CENTER,CA,1.0667,3.5,3.3,93003
370,VENTURA COUNTY MEDICAL CENTER,CA,0.9915,19.7,19.9,93003
371,SANTA ROSA MEMORIAL HOSPITAL,CA,0.8668,3.7,4.3,95401
372,SANTA ROSA MEMORIAL HOSPITAL,CA,0.9376,19.5,20.8,95401
373,SANTA ROSA MEMORIAL HOSPITAL,CA,0.8957,13.8,15.4,95401
374,SANTA ROSA MEMORIAL HOSPITAL,CA,0.8591,14.4,16.8,95401
375,SANTA ROSA MEMORIAL HOSPITAL,CA,0.9096,19.6,21.6,95401
376,SANTA ROSA MEMORIAL HOSPITAL,CA,0.8585,11.1,12.9,95401
377,BAKERSFIELD MEMORIAL HOSPITAL,CA,1.0553,23.2,22.0,93309
378,BAKERSFIELD MEMORIAL HOSPITAL,CA,1.0409,4.1,3.9,93309
379,BAKERSFIELD MEMORIAL HOSPITAL,CA,1.0641,20.6,19.3,93309
380,BAKERSFIELD MEMORIAL HOSPITAL,CA,1.1186,18.9,16.9,93309
381,BAKERSFIELD MEMORIAL HOSPITAL,CA,1.0291,14.3,13.9,93309
382,BAKERSFIELD MEMORIAL HOSPITAL,CA,0.9117,15.8,17.3,93309
383,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0282,13.5,13.1,91767
384,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0282,13.5,13.1,91767
385,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9348,15.7,16.7,91767
386,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9348,15.7,16.7,91767
387,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9673,21.5,22.3,91767
388,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9673,21.5,22.3,91767
389,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9168,3.8,4.1,91767
390,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,0.9168,3.8,4.1,91767
391,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0111,19.9,19.7,91767
392,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0111,19.9,19.7,91767
393,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0766,20.3,18.8,91767
394,POMONA VALLEY HOSPITAL MEDICAL CENTER,CA,1.0766,20.3,18.8,91767
395,FRENCH HOSPITAL MEDICAL CENTER,CA,0.918,11.6,12.6,93401
396,FRENCH HOSPITAL MEDICAL CENTER,CA,0.918,11.6,12.6,93401
397,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9161,15.0,16.3,93401
398,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9161,15.0,16.3,93401
399,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9275,16.9,18.3,93401
400,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9275,16.9,18.3,93401
401,FRENCH HOSPITAL MEDICAL CENTER,CA,0.8134,11.3,13.9,93401
402,FRENCH HOSPITAL MEDICAL CENTER,CA,0.8134,11.3,13.9,93401
403,FRENCH HOSPITAL MEDICAL CENTER,CA,0.8494,16.4,19.3,93401
404,FRENCH HOSPITAL MEDICAL CENTER,CA,0.8494,16.4,19.3,93401
405,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9635,3.7,3.8,93401
406,FRENCH HOSPITAL MEDICAL CENTER,CA,0.9635,3.7,3.8,93401
407,DESERT REGIONAL MEDICAL CENTER,CA,0.9796,18.6,19.0,92262
408,DESERT REGIONAL MEDICAL CENTER,CA,0.9796,18.6,19.0,92262
409,DESERT REGIONAL MEDICAL CENTER,CA,1.1182,15.2,13.6,92262
410,DESERT REGIONAL MEDICAL CENTER,CA,1.1182,15.2,13.6,92262
411,DESERT REGIONAL MEDICAL CENTER,CA,1.0897,18.0,16.5,92262
412,DESERT REGIONAL MEDICAL CENTER,CA,1.0897,18.0,16.5,92262
413,DESERT REGIONAL MEDICAL CENTER,CA,1.1113,15.6,14.0,92262
414,DESERT REGIONAL MEDICAL CENTER,CA,1.1113,15.6,14.0,92262
415,DESERT REGIONAL MEDICAL CENTER,CA,0.9541,4.1,4.3,92262
416,DESERT REGIONAL MEDICAL CENTER,CA,0.9541,4.1,4.3,92262
417,DESERT REGIONAL MEDICAL CENTER,CA,1.0655,22.0,20.7,92262
418,DESERT REGIONAL MEDICAL CENTER,CA,1.0655,22.0,20.7,92262
419,MARSHALL MEDICAL CENTER,CA,0.9942,18.8,18.9,95682
420,MARSHALL MEDICAL CENTER,CA,1.0404,21.0,20.2,95682
421,MARSHALL MEDICAL CENTER,CA,0.9432,19.8,21.0,95682
422,MARSHALL MEDICAL CENTER,CA,1.0294,4.6,4.5,95682
423,MARSHALL MEDICAL CENTER,CA,0.9773,16.1,16.5,95682
424,GILBERT HOSPITAL,AZ,0.9866,15.8,16.0,85295
425,GILBERT HOSPITAL,AZ,1.0213,13.6,13.3,85295
426,BANNER GATEWAY MEDICAL CENTER,AZ,0.963,16.9,17.5,85234
427,BANNER GATEWAY MEDICAL CENTER,AZ,0.963,16.9,17.5,85234
428,BANNER GATEWAY MEDICAL CENTER,AZ,0.963,16.9,17.5,85234
429,BANNER GATEWAY MEDICAL CENTER,AZ,0.963,16.9,17.5,85234
430,BANNER GATEWAY MEDICAL CENTER,AZ,1.1886,4.7,4.0,85234
431,BANNER GATEWAY MEDICAL CENTER,AZ,1.1886,4.7,4.0,85234
432,BANNER GATEWAY MEDICAL CENTER,AZ,1.1886,4.7,4.0,85234
433,BANNER GATEWAY MEDICAL CENTER,AZ,1.1886,4.7,4.0,85234
434,BANNER GATEWAY MEDICAL CENTER,AZ,0.9899,17.1,17.3,85234
435,BANNER GATEWAY MEDICAL CENTER,AZ,0.9899,17.1,17.3,85234
436,BANNER GATEWAY MEDICAL CENTER,AZ,0.9899,17.1,17.3,85234
437,BANNER GATEWAY MEDICAL CENTER,AZ,0.9899,17.1,17.3,85234
438,BANNER GATEWAY MEDICAL CENTER,AZ,1.0334,21.7,21.0,85234
439,BANNER GATEWAY MEDICAL CENTER,AZ,1.0334,21.7,21.0,85234
440,BANNER GATEWAY MEDICAL CENTER,AZ,1.0334,21.7,21.0,85234
441,BANNER GATEWAY MEDICAL CENTER,AZ,1.0334,21.7,21.0,85234
442,MARINA DEL REY HOSPITAL,CA,0.9092,16.4,18.0,90292
443,MARINA DEL REY HOSPITAL,CA,0.9092,16.4,18.0,90292
444,MARINA DEL REY HOSPITAL,CA,1.0239,21.7,21.2,90292
445,MARINA DEL REY HOSPITAL,CA,1.0239,21.7,21.2,90292
446,MARINA DEL REY HOSPITAL,CA,1.0139,19.2,19.0,90292
447,MARINA DEL REY HOSPITAL,CA,1.0139,19.2,19.0,90292
448,MARINA DEL REY HOSPITAL,CA,0.9752,21.1,21.6,90292
449,MARINA DEL REY HOSPITAL,CA,0.9752,21.1,21.6,90292
450,MARINA DEL REY HOSPITAL,CA,0.9625,4.9,5.0,90292
451,MARINA DEL REY HOSPITAL,CA,0.9625,4.9,5.0,90292
452,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,0.9729,19.4,20.0,99559
453,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,0.8946,13.3,14.8,99559
454,YUKON KUSKOKWIM DELTA REG HOSPITAL,AK,0.9545,15.6,16.4,99559
455,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9201,14.8,16.1,85006
456,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9201,14.8,16.1,85006
457,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9201,14.8,16.1,85006
458,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9201,14.8,16.1,85006
459,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,1.0872,4.7,4.4,85006
460,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,1.0872,4.7,4.4,85006
461,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,1.0872,4.7,4.4,85006
462,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,1.0872,4.7,4.4,85006
463,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9532,20.4,21.4,85006
464,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9532,20.4,21.4,85006
465,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9532,20.4,21.4,85006
466,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9532,20.4,21.4,85006
467,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9877,13.3,13.5,85006
468,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9877,13.3,13.5,85006
469,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9877,13.3,13.5,85006
470,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9877,13.3,13.5,85006
471,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9911,18.1,18.3,85006
472,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9911,18.1,18.3,85006
473,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9911,18.1,18.3,85006
474,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9911,18.1,18.3,85006
475,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9433,22.3,23.6,85006
476,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9433,22.3,23.6,85006
477,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9433,22.3,23.6,85006
478,BANNER - UNIVERSITY MEDICAL CENTER PHOENIX,AZ,0.9433,22.3,23.6,85006
479,SHARP MEMORIAL HOSPITAL,CA,0.8791,3.7,4.2,92123
480,SHARP MEMORIAL HOSPITAL,CA,0.8791,3.7,4.2,92123
481,SHARP MEMORIAL HOSPITAL,CA,0.9328,19.5,20.9,92123
482,SHARP MEMORIAL HOSPITAL,CA,0.9328,19.5,20.9,92123
483,SHARP MEMORIAL HOSPITAL,CA,1.051,16.9,16.1,92123
484,SHARP MEMORIAL HOSPITAL,CA,1.051,16.9,16.1,92123
485,SHARP MEMORIAL HOSPITAL,CA,0.9925,13.7,13.8,92123
486,SHARP MEMORIAL HOSPITAL,CA,0.9925,13.7,13.8,92123
487,SHARP MEMORIAL HOSPITAL,CA,1.023,16.1,15.8,92123
488,SHARP MEMORIAL HOSPITAL,CA,1.023,16.1,15.8,92123
489,SHARP MEMORIAL HOSPITAL,CA,0.967,19.6,20.2,92123
490,SHARP MEMORIAL HOSPITAL,CA,0.967,19.6,20.2,92123
491,WHITE MEMORIAL MEDICAL CENTER,CA,1.02,25.7,25.2,90640
492,WHITE MEMORIAL MEDICAL CENTER,CA,0.994,5.4,5.4,90640
493,WHITE MEMORIAL MEDICAL CENTER,CA,1.1101,21.0,18.9,90640
494,WHITE MEMORIAL MEDICAL CENTER,CA,0.9835,20.6,21.0,90640
495,WHITE MEMORIAL MEDICAL CENTER,CA,0.9626,20.9,21.7,90640
496,COMMUNITY HOSPITAL OF HUNTINGTON PARK,CA,1.0369,24.5,23.6,90255
497,COMMUNITY HOSPITAL OF HUNTINGTON PARK,CA,1.1492,26.9,23.4,90255
498,COMMUNITY HOSPITAL OF HUNTINGTON PARK,CA,1.0871,22.0,20.2,90255
499,SAINT AGNES MEDICAL CENTER,CA,0.7822,10.3,13.2,93720
500,SAINT AGNES MEDICAL CENTER,CA,0.7822,10.3,13.2,93720
501,SAINT AGNES MEDICAL CENTER,CA,1.1209,18.6,16.6,93720
502,SAINT AGNES MEDICAL CENTER,CA,1.1209,18.6,16.6,93720
503,SAINT AGNES MEDICAL CENTER,CA,0.9953,19.7,19.8,93720
504,SAINT AGNES MEDICAL CENTER,CA,0.9953,19.7,19.8,93720
505,SAINT AGNES MEDICAL CENTER,CA,1.0883,23.0,21.2,93720
506,SAINT AGNES MEDICAL CENTER,CA,1.0883,23.0,21.2,93720
507,SAINT AGNES MEDICAL CENTER,CA,0.9946,15.7,15.8,93720
508,SAINT AGNES MEDICAL CENTER,CA,0.9946,15.7,15.8,93720
509,SAINT AGNES MEDICAL CENTER,CA,0.9257,4.4,4.7,93720
510,SAINT AGNES MEDICAL CENTER,CA,0.9257,4.4,4.7,93720
511,BEVERLY HOSPITAL,CA,1.0122,21.1,20.9,90640
512,BEVERLY HOSPITAL,CA,1.1244,24.7,21.9,90640
513,BEVERLY HOSPITAL,CA,0.9919,21.3,21.4,90640
514,BEVERLY HOSPITAL,CA,1.0717,25.2,23.5,90640
515,SCRIPPS GREEN HOSPITAL,CA,1.0129,12.8,12.6,92037
516,SCRIPPS GREEN HOSPITAL,CA,0.9806,16.1,16.5,92037
517,SCRIPPS GREEN HOSPITAL,CA,0.9314,19.5,20.9,92037
518,SCRIPPS GREEN HOSPITAL,CA,0.9649,15.4,15.9,92037
519,SCRIPPS GREEN HOSPITAL,CA,0.9064,16.6,18.3,92037
520,SCRIPPS GREEN HOSPITAL,CA,0.9477,3.9,4.1,92037
521,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,1.1114,25.5,23.0,92395
522,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,1.0569,22.1,21.0,92395
523,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,0.9837,4.9,4.9,92395
524,VICTOR VALLEY GLOBAL MEDICAL CENTER,CA,1.0589,19.7,18.6,92395
525,JOHN F KENNEDY MEMORIAL HOSPITAL,CA,0.9303,21.0,22.6,92201
526,JOHN F KENNEDY MEMORIAL HOSPITAL,CA,1.0169,21.9,21.6,92201
527,JOHN F KENNEDY MEMORIAL HOSPITAL,CA,1.0416,18.0,17.3,92201
528,JOHN F KENNEDY MEMORIAL HOSPITAL,CA,0.9115,3.6,4.0,92201
529,JOHN F KENNEDY MEMORIAL HOSPITAL,CA,1.0033,16.8,16.8,92201
530,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,1.1053,16.9,15.3,92708
531,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,1.1053,16.9,15.3,92708
532,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,1.0569,5.3,5.0,92708
533,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,1.0569,5.3,5.0,92708
534,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,0.8948,19.8,22.1,92708
535,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,0.8948,19.8,22.1,92708
536,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,1.0029,18.7,18.7,92708
537,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,1.0029,18.7,18.7,92708
538,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,0.9055,17.3,19.1,92708
539,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,0.9055,17.3,19.1,92708
540,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,0.991,17.7,17.8,92708
541,FOUNTAIN VALLEY REGIONAL HOSPITAL & MEDICAL CENTER,CA,0.991,17.7,17.8,92708
542,MERCY HOSPITAL OF FOLSOM,CA,0.953,18.6,19.5,95630
543,MERCY HOSPITAL OF FOLSOM,CA,1.2006,4.9,4.1,95630
544,MERCY HOSPITAL OF FOLSOM,CA,1.1215,16.9,15.1,95630
545,MERCY HOSPITAL OF FOLSOM,CA,0.9953,17.3,17.4,95630
546,MERCY HOSPITAL OF FOLSOM,CA,1.0504,19.5,18.6,95630
547,PALO VERDE HOSPITAL,CA,0.9905,16.2,16.3,92225
548,PALO VERDE HOSPITAL,CA,0.9898,13.8,13.9,92225
549,ENLOE MEDICAL CENTER,CA,1.0124,15.3,15.1,95926
550,ENLOE MEDICAL CENTER,CA,1.127,21.9,19.4,95926
551,ENLOE MEDICAL CENTER,CA,1.1195,18.7,16.7,95926
552,ENLOE MEDICAL CENTER,CA,1.028,15.0,14.6,95926
553,ENLOE MEDICAL CENTER,CA,0.9817,20.0,20.4,95926
554,ENLOE MEDICAL CENTER,CA,0.8994,3.7,4.1,95926
555,EL CENTRO REGIONAL MEDICAL CENTER,CA,0.9692,21.6,22.2,92243
556,EL CENTRO REGIONAL MEDICAL CENTER,CA,0.9562,16.1,16.8,92243
557,EL CENTRO REGIONAL MEDICAL CENTER,CA,1.0012,4.2,4.1,92243
558,EL CENTRO REGIONAL MEDICAL CENTER,CA,1.0281,20.5,19.9,92243
559,EL CENTRO REGIONAL MEDICAL CENTER,CA,0.968,18.2,18.8,92243
560,EL CAMINO HOSPITAL,CA,1.0934,15.4,14.1,94039
561,EL CAMINO HOSPITAL,CA,1.0934,15.4,14.1,94040
562,EL CAMINO HOSPITAL,CA,0.9777,13.1,13.4,94039
563,EL CAMINO HOSPITAL,CA,0.9777,13.1,13.4,94040
564,EL CAMINO HOSPITAL,CA,0.8488,16.6,19.6,94039
565,EL CAMINO HOSPITAL,CA,0.8488,16.6,19.6,94040
566,EL CAMINO HOSPITAL,CA,0.9075,3.6,4.0,94039
567,EL CAMINO HOSPITAL,CA,0.9075,3.6,4.0,94040
568,EL CAMINO HOSPITAL,CA,0.961,18.0,18.8,94039
569,EL CAMINO HOSPITAL,CA,0.961,18.0,18.8,94040
570,EL CAMINO HOSPITAL,CA,0.9781,14.8,15.2,94039
571,EL CAMINO HOSPITAL,CA,0.9781,14.8,15.2,94040
572,SUTTER TRACY COMMUNITY HOSPITAL,CA,0.9337,16.2,17.4,95376
573,SUTTER TRACY COMMUNITY HOSPITAL,CA,0.9337,16.2,17.4,95376
574,SUTTER TRACY COMMUNITY HOSPITAL,CA,0.8775,18.4,21.0,95376
575,SUTTER TRACY COMMUNITY HOSPITAL,CA,0.8775,18.4,21.0,95376
576,SUTTER TRACY COMMUNITY HOSPITAL,CA,0.9783,20.0,20.5,95376
577,SUTTER TRACY COMMUNITY HOSPITAL,CA,0.9783,20.0,20.5,95376
578,SUTTER TRACY COMMUNITY HOSPITAL,CA,1.0164,17.4,17.1,95376
579,SUTTER TRACY COMMUNITY HOSPITAL,CA,1.0164,17.4,17.1,95376
580,SUTTER TRACY COMMUNITY HOSPITAL,CA,1.1137,4.7,4.2,95376
581,SUTTER TRACY COMMUNITY HOSPITAL,CA,1.1137,4.7,4.2,95376
582,KERN MEDICAL CENTER,CA,1.0743,16.1,15.0,93306
583,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.1201,23.9,21.3,92354
584,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.1201,23.9,21.3,92354
585,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.0529,19.0,18.1,92354
586,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.0529,19.0,18.1,92354
587,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.0362,16.8,16.2,92354
588,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.0362,16.8,16.2,92354
589,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.0387,22.7,21.9,92354
590,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.0387,22.7,21.9,92354
591,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,0.965,16.2,16.8,92354
592,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,0.965,16.2,16.8,92354
593,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.4658,7.0,4.8,92354
594,LOMA LINDA UNIVERSITY MEDICAL CENTER,CA,1.4658,7.0,4.8,92354
595,MONTROSE MEMORIAL HOSPITAL,CO,0.8627,15.4,17.9,81401
596,MONTROSE MEMORIAL HOSPITAL,CO,0.8416,3.3,3.9,81401
597,MONTROSE MEMORIAL HOSPITAL,CO,0.9965,13.5,13.5,81401
598,MONTROSE MEMORIAL HOSPITAL,CO,0.934,11.0,11.8,81401
599,MONTROSE MEMORIAL HOSPITAL,CO,0.934,13.7,14.7,81401
600,PRESBYTERIAN ST LUKES MEDICAL CENTER,CO,0.9778,14.3,14.6,80218
601,PRESBYTERIAN ST LUKES MEDICAL CENTER,CO,0.9916,20.9,21.1,80218
602,PRESBYTERIAN ST LUKES MEDICAL CENTER,CO,0.9678,19.5,20.1,80218
603,PRESBYTERIAN ST LUKES MEDICAL CENTER,CO,1.0635,18.7,17.6,80218
604,PRESBYTERIAN ST LUKES MEDICAL CENTER,CO,0.8545,3.6,4.2,80218
605,ST FRANCIS HOSPITAL & MEDICAL CENTER,CT,0.9196,20.0,21.7,6105
606,ST FRANCIS HOSPITAL & MEDICAL CENTER,CT,0.9753,13.9,14.2,6105
607,ST FRANCIS HOSPITAL & MEDICAL CENTER,CT,0.931,14.8,15.9,6105
608,ST FRANCIS HOSPITAL & MEDICAL CENTER,CT,0.9642,19.4,20.2,6105
609,ST FRANCIS HOSPITAL & MEDICAL CENTER,CT,0.9746,4.3,4.4,6105
610,ST FRANCIS HOSPITAL & MEDICAL CENTER,CT,1.0949,18.6,16.9,6105
611,DAY KIMBALL HOSPITAL,CT,0.9224,4.2,4.6,6260
612,DAY KIMBALL HOSPITAL,CT,0.8408,16.3,19.4,6260
613,DAY KIMBALL HOSPITAL,CT,0.9379,16.7,17.8,6260
614,DAY KIMBALL HOSPITAL,CT,1.0834,18.3,16.9,6260
615,DAY KIMBALL HOSPITAL,CT,0.9613,14.4,15.0,6260
616,LAWRENCE & MEMORIAL HOSPITAL,CT,1.0426,17.0,16.3,6320
617,LAWRENCE & MEMORIAL HOSPITAL,CT,0.9086,15.1,16.6,6320
618,LAWRENCE & MEMORIAL HOSPITAL,CT,1.0609,21.0,19.8,6320
619,LAWRENCE & MEMORIAL HOSPITAL,CT,0.8675,18.4,21.2,6320
620,LAWRENCE & MEMORIAL HOSPITAL,CT,0.8844,4.2,4.8,6320
621,SAINT MARY'S HOSPITAL,CT,0.9884,14.0,14.2,6708
622,SAINT MARY'S HOSPITAL,CT,0.9895,20.9,21.1,6708
623,SAINT MARY'S HOSPITAL,CT,1.086,5.0,4.6,6708
624,SAINT MARY'S HOSPITAL,CT,1.0373,17.9,17.3,6708
625,SAINT MARY'S HOSPITAL,CT,0.9361,20.2,21.5,6708
626,SAINT MARY'S HOSPITAL,CT,0.9479,16.0,16.9,6708
627,YALE-NEW HAVEN HOSPITAL,CT,1.12,23.6,21.1,6510
628,YALE-NEW HAVEN HOSPITAL,CT,1.12,23.6,21.1,6511
629,YALE-NEW HAVEN HOSPITAL,CT,1.2887,6.0,4.6,6510
630,YALE-NEW HAVEN HOSPITAL,CT,1.2887,6.0,4.6,6511
631,YALE-NEW HAVEN HOSPITAL,CT,0.9851,14.1,14.3,6510
632,YALE-NEW HAVEN HOSPITAL,CT,0.9851,14.1,14.3,6511
633,YALE-NEW HAVEN HOSPITAL,CT,1.0067,21.7,21.5,6510
634,YALE-NEW HAVEN HOSPITAL,CT,1.0067,21.7,21.5,6511
635,YALE-NEW HAVEN HOSPITAL,CT,1.135,18.3,16.1,6510
636,YALE-NEW HAVEN HOSPITAL,CT,1.135,18.3,16.1,6511
637,YALE-NEW HAVEN HOSPITAL,CT,1.1526,20.5,17.8,6510
638,YALE-NEW HAVEN HOSPITAL,CT,1.1526,20.5,17.8,6511
639,WILLIAM W BACKUS HOSPITAL,CT,1.0101,20.3,20.1,6360
640,WILLIAM W BACKUS HOSPITAL,CT,1.0284,18.6,18.0,6360
641,WILLIAM W BACKUS HOSPITAL,CT,0.9669,19.3,19.9,6360
642,WILLIAM W BACKUS HOSPITAL,CT,0.9355,20.4,21.8,6360
643,WILLIAM W BACKUS HOSPITAL,CT,0.9681,5.4,5.6,6360
644,HARTFORD HOSPITAL,CT,1.0633,20.7,19.5,6102
