,hospital_name,provider_number,state,readmission_ratio,predicted_rate,expected_rate
451,MAYO CLINIC,100151,FL,0.8218,3.6,4.4
452,FLORIDA HOSPITAL WATERMAN,100057,FL,0.9885,19.3,19.5
453,MORTON PLANT NORTH BAY HOSPITAL,100063,FL,0.8421,4.3,5.1
454,FLORIDA HOSPITAL MEMORIAL MEDICAL CENTER,100068,FL,0.8228,3.9,4.7
455,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,100070,FL,0.9137,17.4,19.1
456,VENICE REGIONAL MEDICAL CENTER - BAYFRONT HEALTH,100070,FL,0.9313,20.1,21.6
457,LEESBURG REGIONAL MEDICAL CENTER,100084,FL,1.074,18.2,16.9
458,SARASOTA MEMORIAL HOSPITAL,100087,FL,0.9103,14.4,15.9
459,ST FRANCIS HOSPITAL,80003,DE,0.901,17.5,19.4
460,ST FRANCIS HOSPITAL,80003,DE,1.0149,16.4,16.2
461,BAYHEALTH - KENT GENERAL HOSPITAL,80004,DE,1.0068,17.6,17.4
462,NANTICOKE MEMORIAL HOSPITAL,80006,DE,1.0089,19.5,19.3
463,BEEBE MEDICAL CENTER,80007,DE,1.0363,16.5,15.9
464,BAYHEALTH - MILFORD MEMORIAL HOSPITAL,80009,DE,1.0591,17.7,16.7
465,GEORGE WASHINGTON UNIV HOSPITAL,90001,DC,1.086,20.9,19.3
466,HOWARD UNIVERSITY HOSPITAL,90003,DC,1.0094,16.8,16.7
467,HOWARD UNIVERSITY HOSPITAL,90003,DC,1.1148,19.1,17.1
468,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,90004,DC,1.0123,21.1,20.8
469,MEDSTAR GEORGETOWN UNIVERSITY HOSPITAL,90004,DC,0.9693,4.1,4.3
471,VIERA HOSPITAL,100315,FL,1.0205,18.4,18.0
474,POINCIANA MEDICAL CENTER,100320,FL,1.0266,15.6,15.2
479,MEMORIAL SATILLA HEALTH,110003,GA,1.0631,24.7,23.2
480,NORTHSIDE HOSPITAL FORSYTH,110005,GA,0.936,15.0,16.1
481,ST MARY'S HOSPITAL,110006,GA,0.8656,17.0,19.6
482,WELLSTAR WEST GEORGIA MEDICAL CENTER,110016,GA,0.923,18.4,19.9
485,NORTHEAST GEORGIA MEDICAL CENTER BARROW,110045,GA,0.9979,16.8,16.8
486,CLEARVIEW  REGIONAL MEDICAL CENTER,110046,GA,0.9818,14.8,15.1
487,UNION GENERAL HOSPITAL,110051,GA,0.9191,14.8,16.1
488,FLOYD MEDICAL CENTER,110054,GA,1.0286,21.2,20.7
489,FLOYD MEDICAL CENTER,110054,GA,1.0398,4.7,4.6
490,UF HEALTH JACKSONVILLE,100001,FL,1.2886,7.0,5.5
491,ORLANDO HEALTH,100006,FL,0.9209,20.9,22.7
492,ORLANDO HEALTH,100006,FL,1.1336,5.0,4.4
493,"VILLAGES REGIONAL HOSPITAL, THE",100290,FL,0.9745,16.4,16.8
494,SACRED HEART HOSPITAL ON THE EMERALD COAST,100292,FL,0.7362,3.2,4.3
495,SACRED HEART HOSPITAL ON THE EMERALD COAST,100292,FL,1.0242,17.7,17.3
498,LAKEWOOD RANCH MEDICAL CENTER,100299,FL,0.8826,3.8,4.3
499,KENDALL REGIONAL MEDICAL CENTER,100209,FL,1.0281,21.0,20.4
500,KENDALL REGIONAL MEDICAL CENTER,100209,FL,1.1638,26.9,23.1
502,BAYFRONT HEALTH DADE CITY,100211,FL,0.9945,15.6,15.7
503,SEBASTIAN RIVER MEDICAL CENTER,100217,FL,1.4358,6.8,4.7
504,FORT WALTON BEACH MEDICAL CENTER,100223,FL,1.1261,18.0,16.0
505,UNIVERSITY HOSPITAL AND MEDICAL CENTER,100224,FL,1.1428,25.3,22.1
506,ORANGE PARK MEDICAL CENTER,100226,FL,1.0133,24.1,23.8
507,WESTSIDE REGIONAL MEDICAL CENTER,100228,FL,1.0408,23.2,22.3
508,PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,1.0765,25.5,23.7
509,PUTNAM COMMUNITY MEDICAL CENTER,100232,FL,1.1233,20.7,18.4
510,FAWCETT MEMORIAL HOSPITAL,100236,FL,1.0317,17.1,16.5
511,HOMESTEAD HOSPITAL,100125,FL,0.9899,24.1,24.3
512,MORTON PLANT HOSPITAL,100127,FL,0.9588,16.3,17.0
513,MORTON PLANT HOSPITAL,100127,FL,0.9393,13.4,14.3
514,LAKESIDE MEDICAL CENTER,100130,FL,0.9745,21.1,21.7
516,JACKSON HOSPITAL,100142,FL,1.0044,15.5,15.5
519,COLQUITT REGIONAL MEDICAL CENTER,110105,GA,1.0859,20.0,18.5
520,COLQUITT REGIONAL MEDICAL CENTER,110105,GA,1.0608,22.2,21.0
521,"MEDICAL CENTER, NAVICENT HEALTH (THE)",110107,GA,0.995,17.5,17.6
522,GRADY GENERAL HOSPITAL,110121,GA,0.964,14.1,14.6
524,SOUTH GEORGIA MEDICAL CENTER,110122,GA,1.0737,16.1,15.0
525,ELBERT MEMORIAL HOSPITAL,110026,GA,0.9744,19.9,20.5
526,"ST MARY'S SACRED HEART HOSPITAL, INC",110027,GA,1.0379,16.0,15.4
527,UNIVERSITY HOSPITAL,110028,GA,0.9728,21.2,21.8
528,"NORTHEAST GEORGIA MEDICAL CENTER, INC",110029,GA,1.103,4.6,4.1
530,CARTERSVILLE MEDICAL CENTER,110030,GA,0.9744,21.4,21.9
531,CARTERSVILLE MEDICAL CENTER,110030,GA,1.0389,18.5,17.8
532,WELLSTAR SPALDING REGIONAL HOSPITAL,110031,GA,1.0949,18.1,16.6
533,"MEMORIAL HEALTH UNIV MED CEN, INC",110036,GA,1.0298,21.8,21.2
534,JOHN D ARCHBOLD MEMORIAL HOSPITAL,110038,GA,0.9877,15.0,15.2
537,WELLSTAR PAULDING HOSPITAL,110042,GA,0.9433,15.1,16.0
538,PHOEBE SUMTER MEDICAL CENTER,110044,GA,1.2039,5.5,4.6
539,ST LUCIE MEDICAL CENTER,100260,FL,1.3575,24.1,17.7
540,OAK HILL HOSPITAL,100264,FL,1.0848,15.5,14.3
541,OAK HILL HOSPITAL,100264,FL,1.0098,22.5,22.2
542,MEASE COUNTRYSIDE HOSPITAL,100265,FL,0.9787,21.5,22.0
544,GULF BREEZE HOSPITAL,100266,FL,1.0717,20.1,18.7
546,PALMS WEST HOSPITAL,100269,FL,1.0541,19.6,18.6
547,PALMS WEST HOSPITAL,100269,FL,1.0818,5.8,5.4
549,DOUGLAS GARDENS HOSPITAL,100277,FL,0.9909,19.0,19.1
550,MEMORIAL HOSPITAL WEST,100281,FL,0.9553,17.1,17.9
551,MEMORIAL HOSPITAL WEST,100281,FL,1.009,22.9,22.7
552,MEMORIAL HOSPITAL WEST,100281,FL,0.9921,22.3,22.4
553,MEMORIAL HOSPITAL MIRAMAR,100285,FL,1.0223,4.8,4.7
554,PIEDMONT FAYETTE HOSPITAL,110215,GA,0.9523,3.7,3.9
557,SGMC BERRIEN CAMPUS,110234,GA,0.9971,14.8,14.9
558,KUAKINI MEDICAL CENTER,120007,HI,0.9376,14.1,15.0
561,NORTH HAWAII COMMUNITY HOSPITAL,120028,HI,0.9999,18.4,18.4
562,EVANSTON HOSPITAL,140010,IL,1.113,14.0,12.6
563,PROCTOR HOSPITAL,140013,IL,1.131,21.7,19.2
564,BLESSING HOSPITAL,140015,IL,1.119,5.5,4.9
565,HSHS GOOD SHEPHERD HOSPITAL INC,140019,IL,1.0354,15.5,15.0
566,SHERMAN HOSPITAL,140030,IL,0.929,19.1,20.6
567,SHERMAN HOSPITAL,140030,IL,0.9607,4.2,4.4
568,CLEVELAND CLINIC HOSPITAL,100289,FL,1.0562,18.4,17.4
569,DOCTORS HOSPITAL,110177,GA,1.0038,21.6,21.5
570,CHESTATEE REGIONAL HOSPITAL,110187,GA,1.2767,4.8,3.8
571,FANNIN REGIONAL HOSPITAL,110189,GA,0.9586,15.5,16.2
574,EASTSIDE MEDICAL CENTER,110192,GA,1.0658,17.5,16.4
576,WELLSTAR NORTH FULTON HOSPITAL,110198,GA,1.0787,16.0,14.9
581,LARGO MEDICAL CENTER,100248,FL,1.2015,6.3,5.3
582,LARGO MEDICAL CENTER,100248,FL,1.0993,19.9,18.1
583,RAULERSON HOSPITAL,100252,FL,1.026,6.7,6.6
584,CAPITAL REGIONAL MEDICAL CENTER,100254,FL,1.0036,18.7,18.7
585,REGIONAL MEDICAL CENTER BAYONET POINT,100256,FL,1.0902,17.7,16.2
586,SOUTH BAY HOSPITAL,100259,FL,1.0949,23.4,21.3
588,MIDTOWN MEDICAL CENTER,110064,GA,0.9909,20.4,20.6
589,APPLING HOSPITAL,110071,GA,1.0193,15.2,14.9
590,PIEDMONT ATHENS REGIONAL MEDICAL CENTER,110074,GA,0.9962,21.7,21.7
591,EAST GEORGIA REGIONAL MEDICAL CENTER,110075,GA,1.1292,5.9,5.2
592,EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,GA,1.0181,21.7,21.3
593,EMORY UNIVERSITY HOSPITAL MIDTOWN,110078,GA,0.8867,20.1,22.6
594,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",110082,GA,1.1895,16.1,13.6
595,PIEDMONT HOSPITAL,110083,GA,0.9588,20.7,21.6
596,COFFEE REGIONAL MEDICAL CENTER,110089,GA,0.8763,19.0,21.7
597,ROCKDALE MEDICAL CENTER,110091,GA,1.0577,21.7,20.6
598,ROCKDALE MEDICAL CENTER,110091,GA,1.1009,4.7,4.2
599,HOLY CROSS HOSPITAL,140133,IL,1.2237,28.0,22.9
602,ST MARGARETS HOSPITAL,140143,IL,0.8704,4.2,4.8
605,MERCY HOSPITAL AND MEDICAL CENTER,140158,IL,1.0142,4.1,4.0
606,WEST SUBURBAN MEDICAL CENTER,140049,IL,1.0816,18.9,17.5
607,OSF SAINT ANTHONY'S HEALTH CENTER,140052,IL,1.0442,18.8,18.0
608,PASSAVANT AREA HOSPITAL,140058,IL,0.9249,18.8,20.3
609,JERSEY COMMUNITY HOSPITAL,140059,IL,0.97,20.7,21.3
610,RUSH OAK PARK HOSPITAL,140063,IL,1.0297,4.8,4.7
611,ST MARY MEDICAL CENTER,140064,IL,0.952,14.4,15.1
612,SAINT FRANCIS MEDICAL CENTER,140067,IL,0.905,13.2,14.6
613,ROSELAND COMMUNITY HOSPITAL,140068,IL,0.9509,19.5,20.5
614,LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,0.9511,17.5,18.4
615,LOUIS A WEISS MEMORIAL HOSPITAL,140082,IL,1.0139,18.9,18.6
618,VISTA MEDICAL CENTER EAST,140084,IL,0.935,14.7,15.8
619,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,130007,ID,0.9605,19.0,19.8
620,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,130013,ID,0.9846,19.9,20.2
621,MEADOWS REGIONAL MEDICAL CENTER,110128,GA,1.0606,17.3,16.3
623,TAYLOR REGIONAL HOSPITAL,110135,GA,0.9086,3.8,4.2
624,TAYLOR REGIONAL HOSPITAL,110135,GA,0.9335,15.9,17.0
625,EVANS MEMORIAL HOSPITAL,110142,GA,0.9945,17.5,17.6
626,EVANS MEMORIAL HOSPITAL,110142,GA,0.9941,16.0,16.1
627,WELLSTAR COBB HOSPITAL,110143,GA,0.9844,16.6,16.8
630,PERRY HOSPITAL,110153,GA,1.0299,23.2,22.5
631,PERRY HOSPITAL,110153,GA,0.9501,16.4,17.3
632,SOUTHERN REGIONAL MEDICAL CENTER,110165,GA,1.0862,21.0,19.4
633,REDMOND REGIONAL MEDICAL CENTER,110168,GA,0.9934,13.6,13.7
634,ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,0.9889,18.2,18.4
635,ILLINOIS VALLEY COMMUNITY HOSPITAL,140234,IL,1.1088,18.0,16.2
636,ROCKFORD MEMORIAL HOSPITAL,140239,IL,1.0737,16.6,15.4
637,ROCKFORD MEMORIAL HOSPITAL,140239,IL,1.0186,19.6,19.2
638,WESTLAKE COMMUNITY HOSPITAL,140240,IL,1.0165,22.3,21.9
639,COMMUNITY FIRST MEDICAL CENTER,140251,IL,1.0466,18.6,17.7
640,NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,1.0693,13.0,12.2
641,NORTHWEST COMMUNITY HOSPITAL 1,140252,IL,0.9755,15.8,16.2
642,GENESIS HEALTH SYSTEM,140275,IL,0.954,18.7,19.6
643,TRINITY ROCK ISLAND,140280,IL,0.9328,3.9,4.1
644,NORTHWESTERN MEMORIAL HOSPITAL,140281,IL,1.0002,14.1,14.1
645,ADVOCATE GOOD SAMARITAN HOSPITAL,140288,IL,0.9772,19.2,19.6
646,EASTERN IDAHO REGIONAL MEDICAL CENTER,130018,ID,0.8765,11.0,12.5
648,MADISON MEMORIAL HOSPITAL,130025,ID,0.9355,16.4,17.5
649,KOOTENAI HEALTH,130049,ID,0.7935,16.8,21.2
651,GRAHAM HOSPITAL ASSOCIATION,140001,IL,1.0395,3.9,3.7
652,SOUTH GEORGIA MEDICAL CENTER,110122,GA,0.9835,16.5,16.8
653,CGH MEDICAL CENTER,140043,IL,0.9827,16.6,16.9
655,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,140088,IL,0.9295,19.3,20.8
657,THE CARLE FOUNDATION HOSPITAL,140091,IL,0.9949,14.8,14.9
658,THE CARLE FOUNDATION HOSPITAL,140091,IL,1.0032,19.9,19.9
659,PRESENCE UNITED SAMARITANS MEDICAL CENTER,140093,IL,0.9816,20.3,20.7
660,PRESENCE UNITED SAMARITANS MEDICAL CENTER,140093,IL,1.0357,5.9,5.7
661,SAINT ANTHONY HOSPITAL,140095,IL,0.9861,5.1,5.1
664,CENTEGRA HEALTH SYSTEM - MC HENRY HOSPITAL,140116,IL,0.8921,14.4,16.1
665,PRESENCE RESURRECTION MEDICAL CENTER,140117,IL,1.0436,15.8,15.2
666,RUSH UNIVERSITY MEDICAL CENTER,140119,IL,1.0477,15.2,14.5
667,RUSH UNIVERSITY MEDICAL CENTER,140119,IL,0.9929,21.8,22.0
668,PEKIN MEMORIAL HOSPITAL,140120,IL,1.0231,16.5,16.1
669,GATEWAY REGIONAL MEDICAL CENTER,140125,IL,1.0612,23.0,21.7
670,TERRE HAUTE REGIONAL HOSPITAL,150046,IN,1.0289,18.1,17.6
672,ST JOSEPH HOSPITAL,150047,IN,0.9084,15.6,17.2
673,INDIANA UNIVERSITY HEALTH BLOOMINGTON HOSPITAL,150051,IN,0.9183,11.8,12.9
674,INDIANA UNIVERSITY HEALTH,150056,IN,0.9798,23.1,23.6
675,INDIANA UNIVERSITY HEALTH,150056,IN,1.2836,6.1,4.7
676,RIVERVIEW HEALTH,150059,IN,0.9132,14.9,16.3
678,DAVIESS COMMUNITY HOSPITAL,150061,IN,1.0255,5.4,5.3
679,FAYETTE REGIONAL HEALTH SYSTEM,150064,IN,0.9029,14.8,16.4
680,SCHNECK MEDICAL CENTER,150065,IN,0.9353,4.1,4.4
682,KING'S DAUGHTERS' HEALTH,150069,IN,1.2367,5.1,4.1
683,DEACONESS HOSPITAL INC,150082,IN,1.1142,23.4,21.0
684,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,150088,IN,0.9839,19.7,20.0
685,ST VINCENT ANDERSON REGIONAL HOSPITAL INC,150088,IN,0.9125,18.8,20.6
686,INDIANA UNIVERSITY HEALTH BALL MEMORIAL HOSPITAL,150089,IN,0.8771,19.2,21.8
687,PARKVIEW HUNTINGTON HOSPITAL,150091,IN,0.9405,19.9,21.1
689,MAJOR HOSPITAL,150097,IN,0.9989,5.4,5.4
690,WITHAM HEALTH SERVICES,150104,IN,0.9963,14.6,14.7
692,HENRY COUNTY MEMORIAL HOSPITAL,150030,IN,0.9585,19.6,20.4
693,ST MARY MEDICAL CENTER INC,150034,IN,1.0985,20.2,18.4
694,HANCOCK REGIONAL HOSPITAL,150037,IN,1.0316,19.7,19.1
695,SAINT JAMES HOSPITAL,140161,IL,0.9614,19.0,19.8
696,SAINT JAMES HOSPITAL,140161,IL,0.9424,13.7,14.5
697,MEMORIAL HOSPITAL OF CARBONDALE,140164,IL,1.186,25.2,21.3
698,ST MARYS HOSPITAL,140166,IL,1.0663,24.2,22.7
699,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,140172,IL,1.3308,7.2,5.4
700,PRESENCE MERCY MEDICAL CENTER,140174,IL,0.9784,15.9,16.3
701,CENTEGRA HEALTH SYSTEM - WOODSTOCK HOSPITAL,140176,IL,0.9235,17.5,18.9
702,METHODIST MEDICAL CENTER OF ILLINOIS,140209,IL,1.0002,19.3,19.3
704,DELNOR COMMUNITY HOSPITAL,140211,IL,0.9869,18.9,19.1
705,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,140213,IL,1.0047,16.3,16.3
706,ADVOCATE LUTHERAN GENERAL HOSPITAL,140223,IL,1.1154,14.9,13.3
707,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,140224,IL,1.1987,21.5,17.9
708,INDIANA UNIVERSITY HEALTH ARNETT HOSPITAL,150173,IN,0.9477,17.2,18.1
709,THE HEART HOSPITAL AT DEACONESS GATEWAY LLC,150175,IN,1.0186,11.9,11.6
711,KENTUCKIANA MEDICAL CENTER LLC,150176,IN,0.9913,21.2,21.4
712,KENTUCKIANA MEDICAL CENTER LLC,150176,IN,1.14,23.2,20.3
716,ST VINCENT FISHERS HOSPITAL INC,150181,IN,0.9934,3.5,3.5
717,ST VINCENT FISHERS HOSPITAL INC,150181,IN,0.9524,13.3,14.0
720,UNITYPOINT HEALTH-MARSHALLTOWN,160001,IA,0.9429,18.9,20.0
721,UNITYPOINT HEALTH-MARSHALLTOWN,160001,IA,0.9522,19.4,20.4
722,UNITYPOINT HEALTH-MARSHALLTOWN,160001,IA,1.0649,5.7,5.3
723,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,160005,IA,0.9534,14.4,15.1
724,ST ANTHONY REGIONAL HOSPITAL & NURSING HOME,160005,IA,1.025,18.9,18.4
726,IOWA LUTHERAN HOSPITAL,160024,IA,0.9901,17.5,17.7
727,IOWA LUTHERAN HOSPITAL,160024,IA,1.0283,20.3,19.7
728,SKIFF MEDICAL CENTER,160032,IA,1.0624,14.3,13.4
731,MEMORIAL HOSPITAL,140185,IL,0.8973,12.8,14.3
732,MEMORIAL HOSPITAL,140185,IL,0.9037,17.5,19.4
733,ST ELIZABETH HOSPITAL,140187,IL,1.0158,16.1,15.8
734,ADVOCATE CONDELL MEDICAL CENTER,140202,IL,0.9069,14.6,16.1
735,COMMUNITY HOSPITAL OF ANDERSON AND MADISON COUNTY,150113,IN,1.1294,20.4,18.0
736,MEMORIAL HOSPITAL AND HEALTH CARE CENTER,150115,IN,0.8788,4.6,5.2
737,PARKVIEW REGIONAL MEDICAL CENTER,150021,IN,0.8005,6.2,7.7
738,PARKVIEW REGIONAL MEDICAL CENTER,150021,IN,0.8712,14.8,17.0
740,FRANCISCAN HEALTH CRAWFORDSVILLE,150022,IN,1.0523,4.9,4.7
741,ESKENAZI HEALTH,150024,IN,0.9858,19.1,19.4
742,GOSHEN GENERAL HOSPITAL,150026,IN,1.026,17.9,17.4
745,ADVENTIST BOLINGBROOK HOSPITAL,140304,IL,0.9988,17.7,17.7
746,ADVENTIST BOLINGBROOK HOSPITAL,140304,IL,1.0506,23.8,22.7
748,METHODIST HOSPITALS INC,150002,IN,1.1109,18.9,17.0
749,COMMUNITY HOWARD REGIONAL HEALTH INC,150007,IN,0.9096,16.1,17.7
750,ST CATHERINE HOSPITAL INC,150008,IN,1.0029,19.1,19.1
761,WHITESBURG ARH HOSPITAL,180002,KY,1.1459,27.8,24.3
764,SAINT JOSEPH HOSPITAL,180010,KY,0.9768,17.0,17.4
765,SAINT JOSEPH LONDON,180011,KY,1.0551,4.9,4.7
766,THE MEDICAL CENTER AT BOWLING GREEN,180013,KY,1.0586,5.2,5.0
768,JEWISH HOSPITAL - SHELBYVILLE,180016,KY,1.0209,16.6,16.2
769,T J SAMSON COMMUNITY HOSPITAL,180017,KY,1.0154,20.7,20.4
770,ST CLAIRE REGIONAL MEDICAL CENTER,180018,KY,0.9547,19.5,20.4
771,MEADOWVIEW REGIONAL MEDICAL CENTER,180019,KY,0.8421,4.8,5.7
772,PINEVILLE COMMUNITY HOSPITAL,180021,KY,1.0364,24.7,23.8
773,PINEVILLE COMMUNITY HOSPITAL,180021,KY,1.0346,19.7,19.0
775,MURRAY-CALLOWAY COUNTY HOSPITAL,180027,KY,1.0503,17.1,16.2
776,KANSAS HEART HOSPITAL,170186,KS,0.8533,10.6,12.4
779,METHODIST JENNIE EDMUNDSON,160047,IA,1.0151,15.2,14.9
781,UNITY POINT HEALTH TRINITY,160104,IA,1.0726,23.0,21.5
782,ALLEN HOSPITAL,160110,IA,1.0051,16.9,16.8
783,SPENCER MUNICIPAL HOSPITAL,160112,IA,0.9986,19.1,19.2
785,FINLEY HOSPITAL,160117,IA,1.1842,21.4,18.1
786,FINLEY HOSPITAL,160117,IA,1.0585,16.6,15.7
787,FORT MADISON COMMUNITY HOSPITAL,160122,IA,0.8488,13.3,15.7
790,ST LUKES REGIONAL MEDICAL CENTER,160146,IA,0.9975,15.5,15.5
791,MERCY MEDICAL CENTER-SIOUX CITY,160153,IA,1.0356,7.0,6.7
792,SAINT JOHN HOSPITAL,170009,KS,0.9558,17.7,18.6
793,SALINA REGIONAL HEALTH CENTER,170012,KS,1.0176,14.4,14.1
794,HAYS MEDICAL CENTER,170013,KS,0.8679,12.0,13.8
795,ST FRANCIS HEALTH CENTER INC,170016,KS,0.903,14.5,16.0
797,COMMUNITY HOSPITAL SOUTH,150128,IN,0.9263,14.8,15.9
798,COMMUNITY HOSPITAL SOUTH,150128,IN,1.0817,5.5,5.1
800,ST VINCENT CARMEL HOSPITAL INC,150157,IN,0.9093,4.1,4.6
801,ST VINCENT CARMEL HOSPITAL INC,150157,IN,0.9408,14.5,15.4
802,IU HEALTH WEST HOSPITAL,150158,IN,1.0305,22.2,21.6
803,MURRAY-CALLOWAY COUNTY HOSPITAL,180027,KY,1.0089,4.4,4.4
804,MIAMI COUNTY MEDICAL CENTER,170109,KS,1.0316,14.5,14.1
805,BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL,170110,KS,0.9635,12.6,13.0
806,"VIA CHRISTI HOSPITALS WICHITA, INC",170122,KS,0.8117,11.3,13.9
807,"VIA CHRISTI HOSPITALS WICHITA, INC",170122,KS,0.8418,18.2,21.6
808,WESLEY MEDICAL CENTER,170123,KS,0.9134,19.5,21.3
809,SAINT LUKE'S CUSHING HOSPITAL,170133,KS,0.9161,19.5,21.3
810,"VIA CHRISTI HOSPITAL MANHATTAN, INC",170142,KS,0.9861,14.2,14.4
811,"VIA CHRISTI HOSPITAL MANHATTAN, INC",170142,KS,0.8325,3.7,4.4
814,GREAT RIVER MEDICAL CENTER,160057,IA,1.0435,4.5,4.3
815,UNIVERSITY OF IOWA HOSPITAL & CLINICS,160058,IA,0.9644,16.4,17.0
816,UNIVERSITY OF IOWA HOSPITAL & CLINICS,160058,IA,1.0569,17.3,16.3
817,COVENANT MEDICAL CENTER,160067,IA,0.8064,4.0,4.9
818,IOWA METHODIST MEDICAL CENTER,160082,IA,0.8857,12.0,13.5
819,OTTUMWA REGIONAL HEALTH CENTER,160089,IA,0.9403,16.6,17.7
821,PRATT REGIONAL MEDICAL CENTER,170027,KS,0.971,17.9,18.5
822,PRATT REGIONAL MEDICAL CENTER,170027,KS,0.993,4.7,4.7
823,PRATT REGIONAL MEDICAL CENTER,170027,KS,0.9363,14.3,15.3
824,OLATHE MEDICAL CENTER,170049,KS,1.1152,16.5,14.8
825,MERCY HOSPITAL-FORT SCOTT,170058,KS,1.0135,17.6,17.4
826,STORMONT VAIL HOSPITAL,170086,KS,0.9091,12.8,14.1
827,STORMONT VAIL HOSPITAL,170086,KS,0.9971,4.2,4.2
828,NEWTON MEDICAL CENTER,170103,KS,0.8639,13.7,15.8
829,SHAWNEE MISSION MEDICAL CENTER,170104,KS,0.9966,18.4,18.4
830,SHAWNEE MISSION MEDICAL CENTER,170104,KS,1.035,4.4,4.3
831,SHAWNEE MISSION MEDICAL CENTER,170104,KS,1.0378,15.9,15.3
832,MIAMI COUNTY MEDICAL CENTER,170109,KS,0.9861,14.5,14.7
833,UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,1.079,17.7,16.4
834,UNIVERSITY OF LOUISVILLE HOSPITAL,180141,KY,1.0332,21.9,21.2
837,LAFAYETTE GENERAL MEDICAL CENTER,190002,LA,1.0416,4.4,4.2
839,NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,0.9459,16.9,17.9
840,NATCHITOCHES REGIONAL MEDICAL CENTER,190007,LA,0.8472,4.3,5.1
841,TERREBONNE GENERAL MEDICAL CENTER,190008,LA,0.9511,4.4,4.6
843,"NORTH OAKS MEDICAL CENTER, L L C",190015,LA,0.9668,14.7,15.2
844,OPELOUSAS GENERAL HEALTH SYSTEM,190017,LA,0.937,19.2,20.5
845,RAPIDES REGIONAL MEDICAL CENTER,190026,LA,1.152,14.4,12.5
846,ABBEVILLE GENERAL HOSPITAL,190034,LA,1.1025,23.2,21.1
847,WEST JEFFERSON MEDICAL CENTER,190039,LA,0.8485,17.8,20.9
848,SLIDELL MEMORIAL HOSPITAL,190040,LA,1.0103,20.7,20.5
849,ST TAMMANY PARISH HOSPITAL,190045,LA,1.0173,20.9,20.5
852,DESOTO REGIONAL HEALTH SYSTEM,190118,LA,0.9949,16.2,16.3
853,DESOTO REGIONAL HEALTH SYSTEM,190118,LA,1.043,15.5,14.9
854,"CALDWELL MEMORIAL HOSPITAL, INC",190190,LA,0.9688,22.7,23.5
855,CHRISTUS LAKE AREA HOSPITAL,190201,LA,1.015,16.5,16.3
856,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",190204,LA,0.9759,4.6,4.7
859,ST ELIZABETH HOSPITAL,190242,LA,1.1055,5.1,4.6
861,OUR LADY OF BELLEFONTE HOSPITAL,180036,KY,1.0806,18.9,17.4
862,MEMORIAL HOSPITAL,180043,KY,1.0201,24.3,23.8
864,MEMORIAL HOSPITAL,180043,KY,1.0505,22.7,21.7
865,PIKEVILLE MEDICAL CENTER,180044,KY,1.3155,17.8,13.5
866,ST ELIZABETH FLORENCE,180045,KY,1.11,19.4,17.5
868,EPHRAIM MCDOWELL REGIONAL MEDICAL CENTER,180048,KY,1.0522,22.1,21.0
869,BAPTIST HEALTH RICHMOND,180049,KY,1.093,19.0,17.4
870,HARLAN ARH HOSPITAL,180050,KY,1.2522,21.8,17.4
873,SAINT JOSEPH MOUNT STERLING,180064,KY,0.9652,4.6,4.8
875,UNIVERSITY OF KENTUCKY HOSPITAL,180067,KY,1.052,20.4,19.4
876,TUG VALLEY ARH REGIONAL MEDICAL CENTER,180069,KY,1.0916,20.8,19.1
881,TAYLOR REGIONAL HOSPITAL,180087,KY,1.0092,23.7,23.5
882,NORTON HOSPITAL / NORTON HEALTHCARE PAVILION / NOR,180088,KY,1.0151,17.9,17.6
883,CLARK REGIONAL MEDICAL CENTER,180092,KY,0.9964,16.0,16.0
884,BAPTIST HEALTH MADISONVILLE,180093,KY,1.1111,21.7,19.5
885,CRITTENDEN HEALTH SYSTEM,180095,KY,1.0426,15.6,14.9
887,GEORGETOWN COMMUNITY HOSPITAL,180101,KY,1.0437,22.0,21.1
888,LOURDES HOSPITAL,180102,KY,1.1405,13.5,11.9
889,BAPTIST HEALTH LEXINGTON,180103,KY,1.0058,15.4,15.3
890,BAPTIST HEALTH PADUCAH,180104,KY,1.1746,5.5,4.7
894,JENNINGS AMERICAN LEGION HOSPITAL,190053,LA,1.0089,22.8,22.6
