,state,cms_number,name,nursing_care,physical_therapy,occupational_therapy,pathology_services,medical_soc_services,home_health_aid,star_rating,timeliness,rx_ed,fall_risk,depression_check,flu_shot,pneumonia_shot,d_foot_care,move_buff,in_out_bed_buff,bathing_buff,move_pain_debuff,breathing_buff,oral_rx_buff,hospital_admit,urgent_noadmit,readmit_expectation,er_admit_expectation
126,AL,17828,ETOWAH COUNTY HOME CARE,True,True,True,False,True,True,4.0,90.5,98.8,99.7,98.1,68.0,70.4,100.0,88.3,85.5,91.1,79.6,85.5,74.9,23.9,8.4,2,2
127,AL,17831,GENEVA COUNTY HOME CARE,True,True,False,False,True,True,4.5,98.5,100.0,100.0,95.3,90.1,81.9,98.8,90.8,89.6,97.4,69.7,87.4,82.9,25.8,9.9,2,2
128,AL,17835,HOUSTON COUNTY HOME CARE,True,True,False,False,True,True,3.0,97.6,99.4,99.2,99.7,75.8,74.3,99.5,74.5,70.0,70.5,69.0,70.0,48.7,23.3,10.7,2,1
129,AL,17847,MARION COUNTY HOME CARE,True,True,True,True,True,True,4.5,98.3,99.6,99.5,98.3,79.2,85.2,100.0,80.7,77.7,91.5,84.6,76.0,74.4,18.6,7.2,2,2
130,AL,17850,MONROE COUNTY HOME CARE,True,True,False,False,False,True,3.0,97.7,100.0,99.1,100.0,48.8,60.5,100.0,71.3,70.4,64.2,55.4,75.2,38.1,23.8,7.0,2,2
131,AL,17856,RANDOLPH COUNTY HOME CARE,True,True,True,False,True,True,4.5,96.9,100.0,100.0,99.4,64.1,60.1,100.0,82.8,77.5,87.1,88.5,75.5,71.6,11.6,21.9,2,2
132,AL,17861,TALLADEGA COUNTY HOME CARE AGENCY,True,False,False,False,False,True,4.0,89.7,100.0,100.0,100.0,62.1,62.2,99.2,89.4,82.0,97.5,86.2,82.5,85.4,29.4,7.5,2,2
133,AL,17863,TUSCALOOSA COUNTY HOME CARE,True,True,False,False,True,True,3.5,88.0,100.0,100.0,99.1,55.0,40.0,100.0,79.2,70.7,75.5,72.3,70.6,64.1,0.0,3.7,2,3
134,AL,17865,WASHINGTON COUNTY HOME CARE,True,False,False,False,True,True,3.0,89.8,99.0,96.1,100.0,61.8,46.5,98.0,81.9,73.9,81.2,66.1,75.4,41.3,19.6,8.5,2,2
135,AL,17867,WINSTON COUNTY HOME CARE,True,True,False,True,True,True,4.0,95.1,97.9,99.1,99.2,70.7,69.6,100.0,89.5,89.5,99.2,92.1,94.6,71.9,21.3,9.5,2,2
136,AL,17872,LAMAR COUNTY HOME CARE,True,True,False,False,True,True,4.5,96.4,100.0,100.0,100.0,47.9,54.2,97.7,86.1,79.3,83.4,84.2,75.7,64.1,10.2,24.2,2,1
137,AL,17873,MORGAN COUNTY HOME CARE AGENCY,True,True,True,False,True,True,4.0,97.7,99.2,98.9,100.0,60.8,76.3,100.0,83.4,79.7,97.0,89.0,75.9,74.8,18.6,21.2,2,2
138,AL,17874,LIMESTONE COUNTY HOME CARE,True,True,False,False,True,True,3.5,96.6,100.0,99.4,99.7,62.9,60.3,100.0,75.1,63.2,77.0,68.7,65.8,61.6,16.5,12.1,2,2
139,AL,17876,LAWRENCE COUNTY HOME CARE,True,True,False,False,True,True,3.5,99.2,100.0,98.5,100.0,58.5,51.7,100.0,68.2,62.2,81.1,65.0,46.5,57.0,15.1,18.6,2,2
140,AK,27001,PROVIDENCE IN HOME SERVICES,True,True,True,True,True,True,2.0,93.5,95.2,99.6,94.8,62.7,78.2,98.5,60.0,57.6,58.5,60.4,62.4,41.0,15.2,15.4,2,1
141,AK,27002,HOSPICE & HOME CARE OF JUNEAU,True,True,True,True,True,True,2.5,52.7,88.2,96.1,67.0,71.0,81.9,58.6,54.9,62.2,69.4,53.8,81.7,68.3,7.8,16.8,2,1
142,AK,27006,FAIRBANKS MEMORIAL HOSPITAL HHA,True,True,False,False,True,True,2.5,83.2,99.6,99.5,100.0,70.7,81.5,100.0,65.6,55.9,64.1,52.1,63.1,53.7,12.0,13.4,2,2
143,AK,27008,MAT-SU REGIONAL HOME CARE,True,True,True,True,True,True,1.5,54.6,98.5,99.7,82.7,50.2,72.1,98.4,51.3,48.1,61.0,55.4,59.3,51.2,18.3,13.4,2,1
144,AK,27014,PEACEHEALTH KETCHIKAN MEDICAL CENTER HOME HEALTH,True,True,True,True,True,True,2.0,90.6,98.5,100.0,99.3,69.2,83.1,100.0,50.4,37.0,54.7,50.3,30.1,42.6,14.7,14.1,2,1
145,AK,27020,"1ST CHOICE HOME HEALTH CARE, INC",True,True,True,True,True,False,3.0,85.7,98.6,100.0,93.7,49.3,62.5,100.0,78.1,72.7,73.1,66.5,68.0,47.8,15.7,20.8,2,1
146,AK,27022,FRONTIER HOME HEALTH,True,True,True,True,True,True,2.5,89.1,90.4,100.0,99.3,82.2,82.8,98.5,63.5,64.4,66.7,58.9,71.3,54.0,13.4,14.7,2,1
147,AK,27034,"ALASKAN HOME HEALTH, INC",True,True,True,True,True,True,3.0,89.4,96.8,100.0,87.9,84.9,83.4,97.5,63.1,68.9,75.0,55.9,67.7,28.8,12.6,16.5,2,2
148,AZ,37015,BANNER HOME CARE AZ,True,True,True,True,True,True,3.5,91.8,99.8,99.9,99.9,74.8,80.9,100.0,67.8,65.2,73.9,73.3,71.7,56.8,11.9,16.3,2,1
149,AZ,37016,INTERIM HEALTHCARE,True,True,True,True,True,True,3.0,93.3,99.5,99.9,97.6,83.7,79.9,99.7,57.4,59.8,57.0,56.6,69.3,36.8,12.5,17.2,2,2
150,AZ,37024,SCOTTSDALE HEALTHCARE HOME HEALTH,True,True,True,True,True,True,4.0,97.9,98.7,99.9,99.1,75.8,82.8,98.5,75.5,81.2,80.4,77.6,80.1,68.4,15.4,11.3,1,1
151,AZ,37027,SUMMIT HEALTHCARE HOME HEALTH,True,True,True,False,True,True,3.0,93.8,96.3,96.0,97.5,75.0,79.4,94.3,65.4,68.8,76.5,66.1,71.5,63.0,11.6,16.3,2,2
152,AZ,37030,"BAYADA HOME HEALTH CARE, INC.",True,True,True,True,True,True,4.0,96.3,99.5,99.8,98.5,79.5,82.4,98.9,74.1,71.8,85.1,81.8,82.3,67.5,18.8,17.9,2,1
153,AZ,37036,KINDRED AT HOME,True,True,True,True,True,True,3.5,94.0,99.4,100.0,98.0,84.3,88.7,99.4,70.5,66.7,78.0,76.3,81.9,62.2,14.9,12.8,2,2
154,AZ,37037,KINDRED AT HOME,True,True,True,True,True,True,4.0,95.3,98.2,100.0,97.0,80.6,86.0,96.8,71.5,68.4,77.5,74.9,79.6,60.1,13.7,13.1,2,1
155,AZ,37042,NORTHERN ARIZONA HOME HEALTH,True,True,True,False,True,True,3.5,90.0,96.5,100.0,98.5,72.1,78.4,96.8,77.3,69.9,73.4,84.2,78.4,66.4,6.1,19.9,3,1
156,AZ,37047,NORTHERN ARIZONA HOME HEALTH,True,True,True,False,False,True,3.5,93.6,97.1,100.0,97.1,62.9,75.7,97.9,68.7,74.5,76.2,68.6,83.2,57.0,16.3,15.5,2,2
157,AZ,37050,KINGMAN REGIONAL MEDICAL CENTER HOME HEALTH,True,True,True,True,True,True,3.0,98.0,99.4,100.0,100.0,61.6,68.8,98.1,67.7,69.1,74.2,59.0,67.3,64.3,16.7,15.2,2,1
158,AZ,37057,HAVASU REGIONAL MEDICAL CENTER HOME HEALTH,True,True,True,True,True,True,3.5,95.6,98.7,100.0,100.0,71.3,85.6,96.2,69.7,70.8,73.6,68.9,74.5,61.9,13.0,15.0,2,1
159,AZ,37068,"BAYADA HOME HEALTH CARE, INC.",True,True,True,True,True,True,4.5,98.5,100.0,100.0,94.5,86.3,52.2,98.6,71.7,70.9,79.6,77.1,72.1,60.9,9.3,12.6,2,2
160,AZ,37070,"DEPENDABLE HOME HEALTH, INC",True,True,True,True,True,True,3.5,98.7,99.6,99.8,95.8,74.7,75.7,99.1,66.6,73.7,76.3,68.9,75.2,62.5,17.2,13.9,2,1
161,AZ,37099,LEGACY HOME HEALTH CARE OF SOUTHERN ARIZONA,True,True,True,False,False,True,2.5,75.3,92.8,99.0,96.2,61.2,77.9,93.4,61.4,70.7,61.8,62.9,68.2,53.0,12.4,18.0,2,1
162,AZ,37101,FOUNDATION FOR SENIOR LIVING HOME HEALTH AGENCY,True,True,True,True,True,True,3.0,97.5,99.7,100.0,99.4,85.6,88.1,100.0,63.8,54.2,67.8,59.6,61.2,43.0,16.3,15.7,2,2
163,AZ,37106,AMEDISYS HOME HEALTH CARE,True,True,True,True,True,True,4.5,99.1,99.9,99.7,94.5,91.1,83.1,98.9,73.4,71.5,77.5,83.7,81.6,61.3,14.5,13.8,2,2
164,AZ,37112,INTREPID USA HEALTHCARE SERVICES,True,True,True,True,True,True,3.5,99.8,98.3,100.0,87.7,69.9,82.5,99.5,72.5,70.0,68.3,64.1,73.1,55.4,12.3,13.3,2,2
165,AZ,37114,BANNER HOME CARE - PAYSON,True,True,True,False,True,True,4.0,98.9,100.0,99.4,99.8,69.9,79.6,100.0,75.1,73.6,79.5,80.2,75.2,69.8,12.1,24.1,2,1
166,AZ,37129,"DEPENDABLE HOME HEALTH, INC.",True,False,False,False,False,True,3.0,94.4,87.8,99.4,96.1,71.7,65.5,91.1,64.7,59.5,63.7,88.2,85.9,55.4,18.1,5.5,2,2
167,AZ,37130,"BAYADA HOME HEALTH CARE, INC",True,True,True,True,True,True,4.0,97.6,99.9,99.9,97.4,85.8,87.8,99.3,70.6,67.1,78.6,80.8,75.0,63.4,17.9,10.9,1,2
168,AZ,37132,MD HOME HEALTH,True,True,True,True,True,True,3.5,98.6,99.9,100.0,100.0,92.4,94.4,99.9,59.6,66.7,68.0,73.5,76.8,55.9,13.9,14.5,2,1
169,AZ,37139,KINDRED AT HOME,True,True,True,True,True,True,4.0,97.2,100.0,100.0,98.6,76.4,84.0,98.3,72.3,71.5,79.9,75.2,71.2,63.6,10.5,16.6,2,1
170,AZ,37144,"SACRED HEART HOME CARE, INC",True,True,True,True,True,True,2.5,82.9,95.3,99.0,97.3,55.1,62.5,97.9,61.8,62.8,69.9,67.6,61.1,57.3,11.3,14.2,2,1
171,AZ,37146,MOHAVE HOME HEALTH,True,True,True,False,True,True,4.0,85.1,99.7,96.4,94.6,68.8,73.7,100.0,81.2,80.5,86.0,77.0,84.3,74.3,16.9,15.7,2,2
172,AZ,37154,NNI HOME CARE SERVICES,True,True,True,True,True,True,3.0,95.4,99.1,100.0,99.5,62.0,76.1,100.0,69.8,72.4,73.7,63.0,75.4,60.2,14.7,15.6,2,1
173,AZ,37179,COPPER VALLEY HOME HEALTH,True,True,True,False,True,True,2.5,74.0,100.0,99.2,97.2,52.5,80.6,92.8,58.7,62.5,63.0,50.8,80.5,51.7,6.1,18.0,2,2
174,AZ,37185,"BAYADA HOME HEALTH CARE, INC.",True,True,True,True,True,True,4.0,95.1,99.0,100.0,95.0,82.4,85.2,96.8,74.9,71.0,83.2,80.4,76.4,63.8,14.1,15.7,2,1
175,AZ,37188,NIGHTINGALE HOMECARE,True,True,True,True,True,True,4.5,96.4,99.9,100.0,100.0,80.0,86.5,100.0,75.7,79.6,83.2,83.0,83.3,66.8,14.1,13.1,2,2
176,AZ,37192,AMEDISYS HOME HEALTH,True,True,True,True,True,True,4.0,97.8,99.4,99.9,96.7,84.4,79.0,96.2,71.3,74.5,77.2,79.5,77.8,62.0,15.0,11.8,1,2
177,AZ,37199,ARIZONA HOME CARE,True,True,True,True,True,True,3.0,94.7,99.4,100.0,99.9,67.9,81.0,99.4,65.0,67.3,70.3,71.2,76.1,55.1,16.4,13.5,1,1
178,AZ,37202,THEMA HEALTH SERVICES,True,True,True,True,True,True,4.0,93.4,99.6,100.0,100.0,82.3,83.6,99.0,72.9,72.9,81.4,78.2,73.1,61.6,15.2,13.2,1,1
179,AZ,37212,HEALTH AT HOME,True,True,True,True,True,True,3.5,95.2,94.8,100.0,98.5,80.8,86.8,94.7,74.5,71.6,79.2,68.2,81.6,60.7,12.0,17.1,2,2
180,AZ,37213,"BAYADA HOME HEALTH CARE, INC",True,True,True,True,True,True,4.0,96.4,99.7,99.8,95.9,86.2,88.4,98.9,70.8,68.6,76.6,76.6,76.7,58.1,15.5,11.1,2,1
181,AZ,37215,AT HOME HEALTHCARE,True,True,True,True,True,True,4.0,98.5,99.5,100.0,100.0,86.5,91.7,100.0,72.2,73.2,79.8,81.2,79.9,68.0,14.4,16.3,2,2
182,AZ,37217,ANGELS CARE HOME HEALTH OF ARIZONA,True,True,True,True,True,True,3.0,91.7,99.3,99.7,92.3,72.4,79.7,99.0,70.1,67.1,69.9,64.7,67.7,59.3,11.7,19.5,2,1
183,AZ,37220,ASSISTED HEALTHCARE SERVICES,True,True,True,True,True,True,3.0,96.4,94.8,100.0,98.2,74.7,79.8,97.7,70.2,68.0,70.0,76.5,72.5,63.0,14.4,12.4,2,2
184,AZ,37221,AT HOME HEALTHCARE,True,True,True,True,True,False,5.0,98.7,100.0,100.0,100.0,81.2,85.3,100.0,84.5,85.9,96.8,92.7,85.8,79.5,12.8,10.0,2,2
185,AZ,37226,APACHE HEALTH SERVICES,True,True,True,True,True,True,4.5,98.7,99.6,100.0,94.7,85.1,90.2,98.7,68.6,84.2,79.4,75.9,86.9,67.1,13.0,11.5,2,2
186,AZ,37227,"PHOENIX HOME HEALTH NURSING SERVICES, INC.",True,True,True,True,True,True,4.5,99.4,100.0,99.8,100.0,79.3,78.7,99.4,76.5,76.2,77.6,82.9,81.1,80.8,15.6,15.0,2,2
187,AZ,37230,VICTORY HOME CARE AGENCY,True,True,True,True,True,True,4.5,99.5,99.9,99.9,93.6,85.3,88.7,100.0,78.5,79.1,84.2,74.1,78.1,75.2,13.8,14.3,2,1
188,AZ,37232,AMERICAN PREMIER HOME HEALTH CARE,True,True,True,True,True,True,5.0,98.3,99.9,100.0,99.9,86.5,84.9,99.6,82.0,83.6,92.4,96.5,93.0,86.6,17.5,12.7,2,1
189,AZ,37233,HORIZON HOME HEALTH OF PHOENIX,True,True,True,True,True,True,3.5,98.4,97.4,100.0,99.3,84.1,90.7,98.5,67.8,64.2,73.4,64.1,79.5,65.7,14.3,13.3,2,2
190,AZ,37234,TEAM SELECT HOME CARE,True,True,True,True,True,True,4.5,99.0,99.7,99.6,98.5,86.4,91.7,100.0,80.4,76.2,87.9,87.6,81.6,74.6,14.0,16.7,2,1
191,AZ,37235,"FIRSTAT HOME HEALTH SERVICES, LLC",True,True,True,True,True,True,3.0,97.6,100.0,100.0,100.0,83.1,89.9,100.0,49.5,48.7,70.1,68.6,67.5,59.5,13.2,12.3,2,2
192,AZ,37237,COZY HOME HEALTH CARE,True,True,True,True,True,True,2.0,96.9,96.1,100.0,100.0,82.4,94.6,100.0,52.6,42.5,51.7,61.3,29.5,44.2,13.9,20.6,0,0
193,AZ,37258,BROOKDALE HOME HEALTH,True,True,True,True,True,True,4.0,94.0,96.7,100.0,98.7,86.7,86.0,98.3,75.5,72.4,79.8,77.0,79.6,57.7,11.4,16.1,2,1
194,AZ,37260,AHC HOME HEALTH OF ARIZONA LLC,True,True,True,True,True,True,4.0,97.5,97.6,99.8,99.2,77.4,84.9,98.4,77.4,74.8,78.0,78.2,72.1,72.5,12.4,14.8,2,1
195,AZ,37261,CARE PARTNERS HEALTH SERVICES INC,True,True,True,True,True,True,3.5,91.8,95.8,97.8,95.0,75.7,82.3,95.2,59.1,83.5,74.7,87.7,66.8,45.8,14.4,12.0,2,1
196,AZ,37244,"KC'S HOME HEALTH CARE, LLC",True,True,True,True,True,True,3.5,94.6,99.7,99.8,99.5,81.9,82.9,100.0,71.5,67.7,76.1,81.6,75.3,63.1,14.3,14.3,2,1
197,AZ,37245,"VALLEY HOME CARE, LLC",True,True,True,True,True,True,4.0,93.9,98.7,98.9,93.0,72.3,78.1,96.7,76.1,72.9,79.2,84.1,80.7,66.8,15.0,13.9,2,1
198,AZ,37246,"INTEGRITY HOME HEALTH CARE SERVICES, LLC",True,True,True,True,True,True,4.0,98.4,100.0,100.0,100.0,67.6,73.8,100.0,70.8,68.7,77.4,88.9,85.9,62.1,14.5,14.7,2,1
199,AZ,37247,GOOD SAMARITAN SOCIETY - LEGACY HOME CARE,True,True,True,True,True,True,3.5,97.8,98.7,99.7,99.7,68.4,85.3,99.5,73.0,68.0,78.5,73.7,71.5,69.4,16.1,16.5,1,2
200,AZ,37248,"AMEDISYS HOME HLTH CARE, A TUCSON MED CTR PARTNER",True,True,True,True,True,True,4.0,98.2,99.8,99.6,92.8,83.0,81.2,97.1,72.9,79.8,76.9,77.0,77.6,62.6,15.7,14.6,2,2
201,AZ,37250,"MERIDIAN HEALTH CARE PROVIDERS, INC.",True,False,True,True,True,True,3.0,95.5,97.0,100.0,63.4,50.5,55.2,97.2,51.1,63.0,49.8,74.2,85.5,56.9,13.7,12.2,0,0
202,AZ,37251,"ASPIRE HOME HEALTHCARE OF ARIZONA, INC.",True,True,True,True,True,True,3.5,91.6,98.3,100.0,100.0,69.7,59.1,97.1,72.3,86.4,74.8,57.3,74.8,56.5,11.7,3.6,2,1
203,AZ,37252,ANGELS CARE HOME HEALTH,True,True,True,True,True,True,3.0,92.9,99.5,99.4,93.9,77.7,77.7,97.8,69.6,57.9,77.7,72.4,61.1,68.6,17.6,18.5,1,1
204,AZ,37253,"EMBLEM HEALTHCARE, INC.",True,True,True,True,True,True,4.5,93.6,99.6,99.9,98.0,87.0,90.4,99.0,78.6,79.8,89.1,85.9,90.5,60.3,19.9,14.2,2,1
205,AZ,37254,"ATLANTIC HOME HEALTH CARE, LLC",True,True,True,True,True,True,2.5,90.4,94.4,94.0,99.3,65.8,83.0,96.3,74.0,65.0,69.1,66.5,65.9,52.3,13.9,10.7,1,2
206,AZ,37256,BROOKDALE HOME HEALTH TUCSON,True,True,True,True,True,False,4.0,98.0,99.3,100.0,99.0,90.9,87.6,97.0,80.7,74.5,81.4,77.5,84.4,54.8,18.7,12.8,2,2
207,AZ,37262,ASSISTEO HOME HEALTH,True,True,True,True,True,True,2.5,95.6,99.9,99.9,99.9,62.2,72.9,100.0,62.6,53.5,68.7,62.0,62.6,54.3,14.8,11.8,2,2
208,AZ,37263,"OASIS HOME HEALTH CARE, LLC",True,True,True,True,True,True,2.0,88.1,66.0,90.8,99.4,49.3,50.2,51.2,58.0,61.2,68.7,44.3,79.5,54.3,20.7,16.6,2,2
209,AZ,37264,"HUALAPAI HOME HEALTH CARE, INC",True,True,True,True,True,True,4.0,96.7,100.0,100.0,100.0,57.2,72.1,100.0,69.1,71.9,75.7,80.6,86.0,56.9,15.5,21.0,2,1
210,AZ,37265,BEATITUDES HOME HEALTH,True,True,True,True,True,True,4.0,94.1,98.7,100.0,97.9,90.6,97.5,91.3,62.6,81.6,79.4,88.0,73.4,66.4,15.1,15.0,2,2
211,AZ,37269,"ACACIA HOME HEALTH, INC.",True,True,False,False,True,True,2.5,80.7,95.6,99.4,99.3,73.0,84.1,95.5,60.0,62.6,66.9,76.6,75.5,59.0,12.5,13.3,2,2
212,AZ,37271,SANTE HOME HEALTH AND REHABILITATION SERVICES,True,True,True,True,True,True,4.5,98.7,99.7,99.9,99.9,86.1,90.1,99.9,72.5,68.4,81.3,82.0,95.6,74.2,15.4,15.3,2,1
213,AZ,37273,GRACE HOME HEALTH CARE,True,True,True,True,True,True,3.0,90.8,98.6,97.1,91.9,55.1,57.6,96.5,66.5,67.4,74.8,77.8,66.4,59.7,14.4,11.6,2,1
214,AZ,37295,"ST. ELIZABETH HOME HEALTH, INC.",True,True,True,True,True,True,2.0,94.0,95.4,100.0,98.9,62.8,70.8,98.1,53.9,49.2,60.2,58.5,65.1,53.9,14.4,13.2,2,2
215,AZ,37297,RIVER VALLEY HOME HEALTH,True,True,True,True,True,True,4.5,90.4,99.0,97.6,96.1,68.6,85.3,100.0,91.6,84.2,90.7,84.3,92.6,69.1,11.7,15.9,2,2
216,AZ,37298,"CARING TOUCH HOME CARE, LLC",True,True,True,True,True,True,2.5,95.6,87.9,99.2,100.0,77.0,83.2,96.5,62.7,61.4,68.5,63.7,68.1,51.6,15.2,13.7,1,2
217,AZ,37299,ARISTA HOME HEALTH,True,True,True,False,True,True,3.5,97.7,99.0,100.0,98.3,68.3,73.6,100.0,66.2,71.2,69.6,63.3,80.2,61.6,16.0,11.8,2,1
218,AZ,37278,HOLOMUA HEALTHCARE,True,True,True,True,True,True,4.0,94.7,99.0,100.0,100.0,58.2,89.3,98.3,80.3,69.6,82.6,79.9,93.6,65.0,9.4,20.7,1,2
219,AZ,37280,ENCOMPASS HOME HEALTH OF ARIZONA,True,True,True,True,True,True,3.0,93.3,93.9,99.8,99.2,78.4,82.4,98.4,66.7,65.0,73.3,61.4,69.1,64.9,15.5,11.7,2,2
220,AZ,37281,"GUARDIAN ANGEL HOME CARE, INC",True,True,True,True,True,True,3.0,91.9,91.0,96.0,82.3,26.9,35.5,82.9,72.1,62.6,70.4,72.4,76.5,59.0,14.9,4.4,0,0
221,AZ,37282,BANNER HOME CARE,True,True,True,True,True,True,4.0,99.6,99.6,100.0,98.4,66.2,68.5,84.1,72.8,74.8,90.0,79.0,74.6,78.0,11.3,13.0,2,2
222,AZ,37283,SOUTHLAND HOME HEALTH,True,True,True,True,True,True,3.5,95.4,98.4,99.9,99.0,75.2,74.8,95.9,72.3,72.3,80.0,70.7,78.5,66.1,12.9,12.2,1,1
223,AZ,37290,ZION'S WAY HOME HEALTH,True,True,True,True,True,True,4.5,97.2,100.0,100.0,99.5,78.2,86.7,98.0,78.0,81.3,86.6,78.5,92.7,71.8,16.9,8.5,2,2
224,AZ,37292,DESERT TRAILS HOME HEALTH,True,True,False,False,True,True,2.5,94.0,88.0,100.0,95.5,50.0,78.9,97.7,56.1,69.2,73.2,69.7,64.9,51.5,13.8,14.5,1,1
225,AZ,37294,"LEGACY HOME HEALTH CARE OF SOUTHERN ARIZONA, LLC",True,True,False,False,False,True,3.0,78.8,78.4,100.0,86.4,79.6,84.3,95.7,70.8,57.7,74.5,82.4,76.7,65.1,16.9,18.0,2,2
226,AZ,37324,PHOENIX HOME HEALTH - TUCSON,True,True,True,True,True,True,5.0,99.1,100.0,100.0,100.0,83.5,86.0,100.0,79.6,81.1,94.9,95.7,92.4,90.5,16.0,7.0,2,2
227,AZ,37402,RIVER VALLEY HOME HEALTH,True,True,True,True,True,True,4.0,95.1,98.3,98.7,99.2,74.3,81.9,100.0,76.4,76.4,87.6,84.7,83.8,64.6,16.2,19.0,2,1
228,AZ,37403,ENCOMPASS HOME HEALTH OF ARIZONA,True,True,True,True,True,True,3.5,98.2,99.4,100.0,99.8,67.2,70.9,100.0,75.3,65.6,83.1,68.0,68.7,71.4,15.9,11.7,2,1
229,AZ,37405,"VALLEY OF THE SUN HOME HEALTH CARE, LLC",True,True,True,True,True,True,4.5,96.3,100.0,100.0,96.3,89.6,91.6,96.2,76.7,69.2,79.0,88.5,86.4,64.6,11.9,10.2,2,2
230,AZ,37406,"ARIZONA HARMONY HOME HEALTHCARE, LLC",True,True,True,True,True,True,2.0,93.2,95.5,100.0,93.2,66.7,62.4,100.0,36.8,49.1,46.3,64.0,56.9,39.4,10.6,11.0,0,0
231,AZ,37407,CAPITOL HOME HEALTH,True,True,True,True,True,True,3.0,91.4,97.1,100.0,98.1,77.7,78.6,100.0,65.2,64.7,68.5,60.5,76.4,65.8,11.2,13.8,2,2
232,AZ,37453,ACCUCARE HOME HEALTH SERVICES,True,True,True,True,True,True,3.5,97.1,97.0,100.0,94.2,70.9,72.4,100.0,74.6,75.4,72.6,76.1,69.0,60.4,16.2,10.2,0,0
233,AZ,37410,COVENANT HOME HEALTH,True,True,True,True,True,True,3.0,94.6,94.1,99.6,95.6,74.5,81.7,84.1,68.9,67.5,77.2,58.3,70.3,60.6,13.1,13.1,0,0
234,AZ,37411,"ELITE HOME HEALTH SERVICES, LLC",True,True,True,True,True,True,3.5,99.4,99.8,100.0,96.3,82.4,93.1,100.0,64.7,64.5,69.1,78.5,70.2,54.0,18.6,12.7,2,1
235,AZ,37412,VALLEY VIEW HOME HEALTH,True,True,False,False,True,True,2.5,93.9,98.6,100.0,99.3,57.8,68.4,97.7,58.3,56.0,70.2,60.6,72.8,51.9,17.3,25.4,2,1
236,AZ,37414,SELECT HOME CARE LLC,True,True,True,True,True,True,3.5,96.8,98.7,98.4,100.0,72.9,91.9,99.2,67.8,72.5,74.1,61.3,84.0,68.3,14.7,10.2,2,2
237,AZ,37416,"BAYADA HOME HEALTH CARE, INC",True,True,True,True,True,True,4.0,97.2,99.5,100.0,95.8,80.1,83.8,100.0,72.5,71.2,79.0,81.9,78.0,57.4,13.3,15.1,2,2
238,AR,47024,SPRING RIVER HOME HEALTH AGENCY,True,True,True,True,False,True,3.0,96.5,98.4,99.2,99.5,87.8,96.6,88.9,73.9,59.5,71.8,67.4,66.1,59.9,19.1,8.9,1,2
239,AZ,37419,"A PLUS HOME HEALTH SERVICES, LLC",True,True,True,True,True,True,2.5,77.9,75.0,96.8,95.3,63.6,70.2,92.9,59.1,57.0,77.1,75.0,63.4,66.8,9.5,5.6,2,2
240,AZ,37421,"UNIVERSAL HOME HEALTH, INC.",True,True,True,True,True,True,5.0,98.9,99.6,100.0,98.1,94.2,89.0,100.0,75.1,80.6,88.2,95.6,88.8,78.5,13.5,11.7,2,2
241,AZ,37422,"AEGIS HOMECARE, INC",True,True,True,True,True,True,4.5,99.6,100.0,100.0,100.0,80.1,83.0,100.0,76.9,72.9,84.0,81.2,75.0,70.2,13.7,19.7,2,1
242,AZ,37424,CHRISTIAN CARE HOME HEALTH AGENCY,True,True,True,True,True,True,3.0,94.0,93.3,100.0,100.0,91.1,83.6,100.0,55.6,69.5,66.1,78.4,78.2,38.3,14.9,9.8,2,2
243,AZ,37425,"AVANZAR HOME HEALTH CARE, LLC",True,True,True,True,True,True,4.5,86.2,99.1,100.0,81.2,78.0,82.9,100.0,80.2,90.8,95.0,84.9,82.8,74.6,9.3,0.0,0,0
244,AZ,37426,"AMERICAN HOME HEALTH SERVICES, INC",True,True,True,True,True,True,4.0,97.0,99.6,100.0,98.8,75.5,79.3,90.2,81.3,78.9,75.5,91.7,39.1,34.5,12.5,12.1,1,1
245,AZ,37428,"ARIZONA SENIOR HOME CARE, LLC",True,True,True,True,False,True,2.0,72.1,90.7,98.6,88.0,35.6,41.7,94.0,75.5,61.5,65.5,64.8,75.7,53.7,20.7,17.0,2,2
246,AZ,37431,"AVOCARE HOME HEALTH PLUS, INC.",True,True,True,True,True,True,4.0,93.8,99.1,99.0,85.8,91.5,92.8,100.0,66.9,70.5,77.0,71.6,84.5,53.0,13.3,18.6,2,2
247,AZ,37432,"PATIENT CARE ADVOCATES, LLC",True,True,True,True,True,True,2.5,90.9,94.9,100.0,100.0,87.5,93.9,82.1,49.5,52.6,47.4,59.3,49.5,37.9,10.2,9.2,2,2
248,AZ,37433,"HEALTHY LIVING AT HOME-ARIZONA, LLC",True,True,True,True,True,True,3.0,96.3,99.1,99.7,97.6,82.8,86.0,99.7,66.4,66.9,69.4,65.8,67.5,57.4,15.0,14.2,1,1
249,AZ,37435,HEALTHCARE AT HOME,True,True,True,True,True,True,2.5,89.0,96.4,99.0,98.8,72.7,75.8,100.0,59.7,57.8,62.9,65.6,56.6,43.9,10.2,16.1,2,2
250,AZ,37437,BILLET HOME HEALTH INC- PEORIA,True,True,True,True,True,True,3.0,96.9,93.3,99.7,100.0,53.7,61.0,100.0,65.8,85.7,69.3,62.1,77.2,53.4,11.9,21.0,2,1
251,AR,47025,DOCTORS HOME CARE,True,True,True,True,True,True,4.0,97.6,100.0,100.0,100.0,85.5,87.5,100.0,75.6,74.1,75.8,82.9,72.1,63.0,19.5,14.7,2,2
